model_source,condition,sub_cond,item,test_name,test_definition,LLH_left,LLH_right,logOdds,test_passed
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,2,test_4,2|1>2|3,-3.71875,-3.53125,-0.1875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,3,test_1,1|1>1|2,-4.28125,-4.3125,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,3,test_2,1|1>1|3,-4.28125,-4.3125,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,3,test_3,2|1>2|2,-4.28125,-4.34375,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,3,test_4,2|1>2|3,-4.28125,-4.28125,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,4,test_1,1|1>1|2,-3.671875,-3.796875,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,4,test_2,1|1>1|3,-3.671875,-3.59375,-0.078125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,4,test_3,2|1>2|2,-3.578125,-3.625,0.046875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,4,test_4,2|1>2|3,-3.578125,-3.53125,-0.046875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,5,test_1,1|1>1|2,-5.21875,-5.125,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,5,test_2,1|1>1|3,-5.21875,-5.5,0.28125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,5,test_3,2|1>2|2,-5.34375,-5.1875,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,5,test_4,2|1>2|3,-5.34375,-5.5,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,6,test_1,1|1>1|2,-5.25,-5.0,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,6,test_2,1|1>1|3,-5.25,-5.53125,0.28125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,6,test_3,2|1>2|2,-5.3125,-4.9375,-0.375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,6,test_4,2|1>2|3,-5.3125,-5.4375,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,7,test_1,1|1>1|2,-4.53125,-4.625,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,7,test_2,1|1>1|3,-4.53125,-4.46875,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,7,test_3,2|1>2|2,-4.65625,-4.78125,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,7,test_4,2|1>2|3,-4.65625,-4.53125,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,8,test_1,1|1>1|2,-2.15625,-2.1875,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,8,test_2,1|1>1|3,-2.15625,-2.078125,-0.078125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,8,test_3,2|1>2|2,-2.078125,-2.1875,0.109375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,8,test_4,2|1>2|3,-2.078125,-2.015625,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,9,test_1,1|1>1|2,-3.4375,-3.375,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,9,test_2,1|1>1|3,-3.4375,-3.46875,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,9,test_3,2|1>2|2,-3.46875,-3.203125,-0.265625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,9,test_4,2|1>2|3,-3.46875,-3.484375,0.015625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,10,test_1,1|1>1|2,-4.53125,-4.46875,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,10,test_2,1|1>1|3,-4.53125,-4.75,0.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,10,test_3,2|1>2|2,-4.75,-4.90625,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,10,test_4,2|1>2|3,-4.75,-5.0,0.25,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,11,test_1,1|1>1|2,-4.375,-4.3125,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,11,test_2,1|1>1|3,-4.375,-4.375,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,11,test_3,2|1>2|2,-4.46875,-4.4375,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,11,test_4,2|1>2|3,-4.46875,-4.4375,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,12,test_1,1|1>1|2,-3.796875,-3.8125,0.015625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,12,test_2,1|1>1|3,-3.796875,-3.859375,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,12,test_3,2|1>2|2,-3.578125,-3.640625,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,12,test_4,2|1>2|3,-3.578125,-3.625,0.046875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,13,test_1,1|1>1|2,-6.15625,-5.9375,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,13,test_2,1|1>1|3,-6.15625,-6.0625,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,13,test_3,2|1>2|2,-6.1875,-5.90625,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,13,test_4,2|1>2|3,-6.1875,-6.15625,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,14,test_1,1|1>1|2,-1.9453125,-1.9140625,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,14,test_2,1|1>1|3,-1.9453125,-1.90625,-0.0390625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,14,test_3,2|1>2|2,-2.015625,-2.0,-0.015625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,14,test_4,2|1>2|3,-2.015625,-1.9609375,-0.0546875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,15,test_1,1|1>1|2,-3.75,-3.703125,-0.046875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,15,test_2,1|1>1|3,-3.75,-4.03125,0.28125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,15,test_3,2|1>2|2,-3.6875,-3.765625,0.078125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,15,test_4,2|1>2|3,-3.6875,-4.0,0.3125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,16,test_1,1|1>1|2,-4.59375,-4.6875,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,16,test_2,1|1>1|3,-4.59375,-4.71875,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,16,test_3,2|1>2|2,-4.59375,-4.625,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,16,test_4,2|1>2|3,-4.59375,-4.8125,0.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,17,test_1,1|1>1|2,-4.90625,-4.84375,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,17,test_2,1|1>1|3,-4.90625,-5.21875,0.3125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,17,test_3,2|1>2|2,-4.65625,-5.0625,0.40625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,17,test_4,2|1>2|3,-4.65625,-4.84375,0.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,18,test_1,1|1>1|2,-5.0,-5.0625,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,18,test_2,1|1>1|3,-5.0,-5.0625,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,18,test_3,2|1>2|2,-4.84375,-5.125,0.28125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,18,test_4,2|1>2|3,-4.84375,-4.8125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,19,test_1,1|1>1|2,-4.78125,-4.90625,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,19,test_2,1|1>1|3,-4.78125,-4.75,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,19,test_3,2|1>2|2,-4.9375,-5.1875,0.25,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,19,test_4,2|1>2|3,-4.9375,-4.9375,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,20,test_1,1|1>1|2,-3.203125,-2.984375,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,20,test_2,1|1>1|3,-3.203125,-3.203125,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,20,test_3,2|1>2|2,-3.140625,-3.046875,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,20,test_4,2|1>2|3,-3.140625,-3.109375,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,21,test_1,1|1>1|2,-4.78125,-4.96875,0.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,21,test_2,1|1>1|3,-4.78125,-4.84375,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,21,test_3,2|1>2|2,-4.59375,-5.0625,0.46875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,21,test_4,2|1>2|3,-4.59375,-4.71875,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,22,test_1,1|1>1|2,-4.4375,-4.0625,-0.375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,22,test_2,1|1>1|3,-4.4375,-4.46875,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,22,test_3,2|1>2|2,-4.1875,-4.03125,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,22,test_4,2|1>2|3,-4.1875,-4.0625,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,23,test_1,1|1>1|2,-4.625,-4.3125,-0.3125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,23,test_2,1|1>1|3,-4.625,-4.34375,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,23,test_3,2|1>2|2,-4.6875,-4.4375,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,23,test_4,2|1>2|3,-4.6875,-4.40625,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,24,test_1,1|1>1|2,-5.4375,-5.1875,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,24,test_2,1|1>1|3,-5.4375,-5.5625,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,24,test_3,2|1>2|2,-5.4375,-5.4375,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,24,test_4,2|1>2|3,-5.4375,-5.625,0.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,25,test_1,1|1>1|2,-3.125,-3.078125,-0.046875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,25,test_2,1|1>1|3,-3.125,-3.28125,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,25,test_3,2|1>2|2,-3.125,-3.078125,-0.046875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_with,25,test_4,2|1>2|3,-3.125,-3.28125,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,1,test_1,1|1>1|2,-5.5625,-5.4375,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,1,test_2,1|1>1|3,-5.5625,-5.5625,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,1,test_3,2|1>2|2,-5.5625,-5.53125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,1,test_4,2|1>2|3,-5.5625,-5.53125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,2,test_1,1|1>1|2,-2.796875,-2.765625,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,2,test_2,1|1>1|3,-2.796875,-2.671875,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,2,test_3,2|1>2|2,-2.671875,-2.6875,0.015625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,2,test_4,2|1>2|3,-2.671875,-2.515625,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,3,test_1,1|1>1|2,-3.578125,-3.21875,-0.359375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,3,test_2,1|1>1|3,-3.578125,-3.375,-0.203125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,3,test_3,2|1>2|2,-3.015625,-3.21875,0.203125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,3,test_4,2|1>2|3,-3.015625,-3.078125,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,4,test_1,1|1>1|2,-5.4375,-5.4375,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,4,test_2,1|1>1|3,-5.4375,-5.375,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,4,test_3,2|1>2|2,-5.3125,-5.28125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,4,test_4,2|1>2|3,-5.3125,-5.375,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,5,test_1,1|1>1|2,-3.921875,-3.90625,-0.015625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,5,test_2,1|1>1|3,-3.921875,-3.796875,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,5,test_3,2|1>2|2,-3.953125,-4.0625,0.109375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,5,test_4,2|1>2|3,-3.953125,-3.671875,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,6,test_1,1|1>1|2,-4.875,-4.65625,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,6,test_2,1|1>1|3,-4.875,-4.78125,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,6,test_3,2|1>2|2,-4.78125,-4.6875,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,6,test_4,2|1>2|3,-4.78125,-4.65625,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,7,test_1,1|1>1|2,-5.0625,-4.6875,-0.375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,7,test_2,1|1>1|3,-5.0625,-5.09375,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,7,test_3,2|1>2|2,-4.8125,-4.90625,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,7,test_4,2|1>2|3,-4.8125,-5.03125,0.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,8,test_1,1|1>1|2,-3.171875,-3.453125,0.28125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,8,test_2,1|1>1|3,-3.171875,-3.5,0.328125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,8,test_3,2|1>2|2,-3.375,-4.09375,0.71875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,8,test_4,2|1>2|3,-3.375,-3.625,0.25,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,9,test_1,1|1>1|2,-4.96875,-5.0,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,9,test_2,1|1>1|3,-4.96875,-4.8125,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,9,test_3,2|1>2|2,-4.75,-4.6875,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,9,test_4,2|1>2|3,-4.75,-4.71875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,10,test_1,1|1>1|2,-5.09375,-4.84375,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,10,test_2,1|1>1|3,-5.09375,-4.75,-0.34375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,10,test_3,2|1>2|2,-5.1875,-5.0,-0.1875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,10,test_4,2|1>2|3,-5.1875,-4.9375,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,11,test_1,1|1>1|2,-4.46875,-4.4375,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,11,test_2,1|1>1|3,-4.46875,-4.25,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,11,test_3,2|1>2|2,-4.5625,-4.65625,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,11,test_4,2|1>2|3,-4.5625,-4.125,-0.4375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,12,test_1,1|1>1|2,-5.6875,-5.75,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,12,test_2,1|1>1|3,-5.6875,-5.84375,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,12,test_3,2|1>2|2,-5.8125,-5.9375,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,12,test_4,2|1>2|3,-5.8125,-6.09375,0.28125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,13,test_1,1|1>1|2,-4.96875,-4.875,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,13,test_2,1|1>1|3,-4.96875,-4.75,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,13,test_3,2|1>2|2,-4.84375,-4.625,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,13,test_4,2|1>2|3,-4.84375,-4.59375,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,14,test_1,1|1>1|2,-3.5625,-3.4375,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,14,test_2,1|1>1|3,-3.5625,-3.5,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,14,test_3,2|1>2|2,-3.3125,-3.640625,0.328125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,14,test_4,2|1>2|3,-3.3125,-3.265625,-0.046875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,15,test_1,1|1>1|2,-3.9375,-4.15625,0.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,15,test_2,1|1>1|3,-3.9375,-4.09375,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,15,test_3,2|1>2|2,-3.90625,-4.34375,0.4375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,15,test_4,2|1>2|3,-3.90625,-3.84375,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,16,test_1,1|1>1|2,-4.78125,-4.90625,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,16,test_2,1|1>1|3,-4.78125,-4.9375,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,16,test_3,2|1>2|2,-4.8125,-4.96875,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,16,test_4,2|1>2|3,-4.8125,-4.90625,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,17,test_1,1|1>1|2,-5.0,-4.96875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,17,test_2,1|1>1|3,-5.0,-4.90625,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,17,test_3,2|1>2|2,-4.8125,-4.65625,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,17,test_4,2|1>2|3,-4.8125,-4.6875,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,18,test_1,1|1>1|2,-4.6875,-4.9375,0.25,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,18,test_2,1|1>1|3,-4.6875,-4.75,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,18,test_3,2|1>2|2,-4.8125,-5.1875,0.375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,18,test_4,2|1>2|3,-4.8125,-4.8125,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,19,test_1,1|1>1|2,-4.4375,-4.3125,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,19,test_2,1|1>1|3,-4.4375,-4.1875,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,19,test_3,2|1>2|2,-4.4375,-4.3125,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,19,test_4,2|1>2|3,-4.4375,-4.21875,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,20,test_1,1|1>1|2,-5.125,-4.875,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,20,test_2,1|1>1|3,-5.125,-5.3125,0.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,20,test_3,2|1>2|2,-5.125,-5.0625,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,20,test_4,2|1>2|3,-5.125,-5.03125,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,21,test_1,1|1>1|2,-4.375,-4.125,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,21,test_2,1|1>1|3,-4.375,-4.40625,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,21,test_3,2|1>2|2,-4.5625,-4.34375,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,21,test_4,2|1>2|3,-4.5625,-4.53125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,22,test_1,1|1>1|2,-3.453125,-3.515625,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,22,test_2,1|1>1|3,-3.453125,-3.75,0.296875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,22,test_3,2|1>2|2,-3.453125,-3.515625,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,22,test_4,2|1>2|3,-3.453125,-3.75,0.296875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,23,test_1,1|1>1|2,-5.46875,-5.34375,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,23,test_2,1|1>1|3,-5.46875,-5.25,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,23,test_3,2|1>2|2,-5.4375,-5.40625,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,23,test_4,2|1>2|3,-5.4375,-5.09375,-0.34375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,24,test_1,1|1>1|2,-4.46875,-4.375,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,24,test_2,1|1>1|3,-4.46875,-4.375,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,24,test_3,2|1>2|2,-4.40625,-4.34375,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,24,test_4,2|1>2|3,-4.40625,-4.375,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,25,test_1,1|1>1|2,-4.3125,-4.21875,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,25,test_2,1|1>1|3,-4.3125,-4.4375,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,25,test_3,2|1>2|2,-4.3125,-4.21875,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,25,test_4,2|1>2|3,-4.3125,-4.4375,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,1,test_1,1|1>1|2,-2.71875,-3.390625,0.671875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,1,test_2,1|1>1|3,-2.71875,-3.359375,0.640625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,1,test_3,2|1>2|2,-3.890625,-3.453125,-0.4375,False
