condition,sub_cond,source,item,n_input,n_continuations,n_tests,input_1,input_2,input_3,input_4,context_prompt,continuation_1,continuation_2,continuation_3,continuation_4,test_1,test_2,test_3,test_4
split_reference,split-ref_percep_and,Claude Sonnet 4.5,25,3,2,4,Quinn watched Parker and Sage negotiating the contract. They both requested flexible terms.,Parker watched Quinn and Sage negotiating the contract. They both requested flexible terms.,Quinn watched Parker negotiating the contract. They both requested flexible terms.,N/A,N/A,They insisted on strict conditions.,They insisted on strict conditions.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,1,3,2,4,Benedict overheard Tan and Skyler talking in the cafeteria. They both found the salmon unappetizing.,Tan overheard Benedict and Skyler talking in the cafeteria. They both found the salmon unappetizing.,Benedict overheard Tan talking in the cafeteria. They both found the salmon unappetizing.,N/A,N/A,He later asked Skyler what Tan said about the salmon.,He later thanked Benedict for sitting with Skyler during lunch.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,2,3,2,4,Amina saw Omar and Lina waiting by the elevator. They both looked nervous.,Omar saw Amina and Lina waiting by the elevator. They both looked nervous.,Amina saw Omar waiting by the elevator. They both looked nervous.,N/A,N/A,She later nodded to Lina as Omar stepped aside.,He later thanked Amina for waiting with Lina.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,3,3,2,4,Felix noticed Nora and Jakob chatting after class. They both seemed excited.,Nora noticed Felix and Jakob chatting after class. They both seemed excited.,Felix noticed Nora chatting after class. They both seemed excited.,N/A,N/A,He later asked Jakob what Nora planned next.,She later thanked Felix for talking with Jakob.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,4,3,2,4,Sara overheard Khalid and Emma arguing in the hallway. They both sounded frustrated.,Khalid overheard Sara and Emma arguing in the hallway. They both sounded frustrated.,Sara overheard Khalid arguing in the hallway. They both sounded frustrated.,N/A,N/A,She later checked on Emma after Khalid left.,He later thanked Sara for stepping in with Emma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,5,3,2,4,Noah spotted Dalia and Rami jogging near the river. They both looked tired.,Dalia spotted Noah and Rami jogging near the river. They both looked tired.,Noah spotted Dalia jogging near the river. They both looked tired.,N/A,N/A,He later waved to Rami as Dalia slowed down.,She later thanked Noah for running with Rami.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,6,3,2,4,Huda observed Leon and Mia reviewing notes in the library. They both seemed focused.,Leon observed Huda and Mia reviewing notes in the library. They both seemed focused.,Huda observed Leon reviewing notes in the library. They both seemed focused.,N/A,N/A,She later asked Mia whether Leon needed help.,He later thanked Huda for studying with Mia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,7,3,2,4,Yusuf heard Layla and Jonas laughing outside the café. They both seemed amused.,Layla heard Yusuf and Jonas laughing outside the café. They both seemed amused.,Yusuf heard Layla laughing outside the café. They both seemed amused.,N/A,N/A,He later greeted Jonas while Layla ordered coffee.,She later thanked Yusuf for laughing with Jonas.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,8,3,2,4,Clara noticed Tariq and Nina whispering during the talk. They both looked puzzled.,Tariq noticed Clara and Nina whispering during the talk. They both looked puzzled.,Clara noticed Tariq whispering during the talk. They both looked puzzled.,N/A,N/A,She later asked Nina what Tariq meant.,He later thanked Clara for sitting with Nina.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,9,3,2,4,Karim saw Elena and Samir waiting at reception. They both looked relieved.,Elena saw Karim and Samir waiting at reception. They both looked relieved.,Karim saw Elena waiting at reception. They both looked relieved.,N/A,N/A,He later asked Samir whether Elena got the message.,She later thanked Karim for waiting with Samir.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,10,3,2,4,Maha overheard David and Hana planning a trip on Monday. They both sounded excited.,David overheard Maha and Hana planning a trip on Monday. They both sounded excited.,Maha overheard David planning a trip on Monday. They both sounded excited.,N/A,N/A,She later asked Hana where David wanted to go.,He later thanked Maha for planning with Hana.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,11,3,2,4,Jakob noticed Salma and Luca comparing schedules in the lobby. They both seemed calm.,Salma noticed Jakob and Luca comparing schedules in the lobby. They both seemed calm.,Jakob noticed Salma comparing schedules in the lobby. They both seemed calm.,N/A,N/A,He later asked Luca if Salma confirmed the time.,She later thanked Jakob for checking in with Luca.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,12,3,2,4,Adele saw Omar and Sofia walking through the museum. They both looked curious.,Omar saw Adele and Sofia walking through the museum. They both looked curious.,Adele saw Omar walking through the museum. They both looked curious.,N/A,N/A,She later pointed Sofia to the map as Omar lingered.,He later thanked Adele for walking with Sofia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,13,3,2,4,Rami overheard Nour and Felix discussing a movie after dinner. They both sounded doubtful.,Nour overheard Rami and Felix discussing a movie after dinner. They both sounded doubtful.,Rami overheard Nour discussing a movie after dinner. They both sounded doubtful.,N/A,N/A,He later asked Felix what Nour disliked.,She later thanked Rami for chatting with Felix.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,14,3,2,4,Lina noticed Hassan and Dalia waiting near the entrance. They both seemed impatient.,Hassan noticed Lina and Dalia waiting near the entrance. They both seemed impatient.,Lina noticed Hassan waiting near the entrance. They both seemed impatient.,N/A,N/A,She later asked Dalia whether Hassan was in a hurry.,He later thanked Lina for waiting with Dalia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,15,3,2,4,Milan saw Emma and Yusuf reviewing slides in the hallway. They both looked tired.,Emma saw Milan and Yusuf reviewing slides in the hallway. They both looked tired.,Milan saw Emma reviewing slides in the hallway. They both looked tired.,N/A,N/A,He later asked Yusuf if Emma needed a break.,She later thanked Milan for helping Yusuf.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,16,3,2,4,Nina overheard Tariq and Lea debating a rule at practice. They both sounded confident.,Tariq overheard Nina and Lea debating a rule at practice. They both sounded confident.,Nina overheard Tariq debating a rule at practice. They both sounded confident.,N/A,N/A,She later asked Lea what Tariq insisted on.,He later thanked Nina for practicing with Lea.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,17,3,2,4,Omar noticed Jana and Karim waiting at the station. They both looked relieved.,Jana noticed Omar and Karim waiting at the station. They both looked relieved.,Omar noticed Jana waiting at the station. They both looked relieved.,N/A,N/A,He later waved to Karim as Jana checked her phone.,She later thanked Omar for waiting with Karim.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,18,3,2,4,Hannah saw Leon and Sara packing up after class. They both seemed calm.,Leon saw Hannah and Sara packing up after class. They both seemed calm.,Hannah saw Leon packing up after class. They both seemed calm.,N/A,N/A,She later asked Sara whether Leon found the room.,He later thanked Hannah for packing up with Sara.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,19,3,2,4,Felix overheard Amina and Luca discussing an interview at the café. They both sounded nervous.,Amina overheard Felix and Luca discussing an interview at the café. They both sounded nervous.,Felix overheard Amina discussing an interview at the café. They both sounded nervous.,N/A,N/A,He later asked Luca what Amina worried about.,She later thanked Felix for meeting Luca.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,20,3,2,4,Samira noticed David and Nour waiting by the door. They both looked tired.,David noticed Samira and Nour waiting by the door. They both looked tired.,Samira noticed David waiting by the door. They both looked tired.,N/A,N/A,She later asked Nour if David needed water.,He later thanked Samira for waiting with Nour.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,21,3,2,4,Jonas overheard Layla and Rami planning a meeting on Tuesday. They both sounded uncertain.,Layla overheard Jonas and Rami planning a meeting on Tuesday. They both sounded uncertain.,Jonas overheard Layla planning a meeting on Tuesday. They both sounded uncertain.,N/A,N/A,He later asked Rami what Layla proposed.,She later thanked Jonas for planning with Rami.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,22,3,2,4,Lea saw Hassan and Emma walking into the clinic. They both looked relieved.,Hassan saw Lea and Emma walking into the clinic. They both looked relieved.,Lea saw Hassan walking into the clinic. They both looked relieved.,N/A,N/A,She later asked Emma whether Hassan felt better.,He later thanked Lea for coming with Emma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,23,3,2,4,Mia noticed Tariq and Dalia talking at the park. They both seemed relaxed.,Tariq noticed Mia and Dalia talking at the park. They both seemed relaxed.,Mia noticed Tariq talking at the park. They both seemed relaxed.,N/A,N/A,She later greeted Dalia while Tariq looked away.,He later thanked Mia for chatting with Dalia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,24,3,2,4,Yusuf overheard Nina and Omar discussing a deadline after lunch. They both sounded worried.,Nina overheard Yusuf and Omar discussing a deadline after lunch. They both sounded worried.,Yusuf overheard Nina discussing a deadline after lunch. They both sounded worried.,N/A,N/A,He later asked Omar what Nina needed.,She later thanked Yusuf for checking in with Omar.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,GPT-5.2 Thinking,25,3,2,4,Clara saw Jakob and Salma studying in the library. They both seemed quiet.,Jakob saw Clara and Salma studying in the library. They both seemed quiet.,Clara saw Jakob studying in the library. They both seemed quiet.,N/A,N/A,She later asked Salma what Jakob was reading.,He later thanked Clara for studying with Salma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,Claude Sonnet 4.5,4,3,2,4,Dr. Chen observed Patricia seated near Michael during the presentation. They both asked questions afterward.,Patricia observed Dr. Chen seated near Michael during the presentation. They both asked questions afterward.,Dr. Chen observed Patricia seated during the presentation. They both asked questions afterward.,N/A,N/A,She left immediately after.,He left immediately after.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,Claude Sonnet 4.5,5,3,2,4,Maya found Kevin sitting across from Lisa at the cafe. They both ordered espresso.,Kevin found Maya sitting across from Lisa at the cafe. They both ordered espresso.,Maya found Kevin sitting at the cafe. They both ordered espresso.,N/A,N/A,She had herbal tea instead.,He had herbal tea instead.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,Claude Sonnet 4.5,6,3,2,4,Robert witnessed Amanda standing behind Carlos in the queue. They both checked their phones.,Amanda witnessed Robert standing behind Carlos in the queue. They both checked their phones.,Robert witnessed Amanda standing in the queue. They both checked their phones.,N/A,N/A,He left his phone at home.,She left her phone at home.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,Claude Sonnet 4.5,12,3,2,4,Grace observed Andrew standing alongside Claire at the ceremony. They both wore formal attire.,Andrew observed Grace standing alongside Claire at the ceremony. They both wore formal attire.,Grace observed Andrew standing at the ceremony. They both wore formal attire.,N/A,N/A,She dressed casually.,He dressed casually.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,Claude Sonnet 4.5,15,3,2,4,Samantha spotted Brandon sitting across from Megan at the meeting. They both later presented data.,Brandon spotted Samantha sitting across from Megan at the meeting. They both presented data.,Samantha spotted Brandon sitting at the meeting. They both presented data.,N/A,N/A,She only listened to others.,He only listened to others.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,GPT-5.2 Thinking,1,3,2,4,Tariq witnessed Fran sitting near James during the lunch break. They both were wearing headphones.,Fran witnessed Tariq sitting near James during the lunch break. They both were wearing headphones.,Tariq witnessed Fran sitting during the lunch break. They both were wearing headphones.,N/A,N/A,He later asked James why Fran looked distracted.,She later thanked Tariq for sitting near James.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,GPT-5.2 Thinking,2,3,2,4,Amina saw Omar standing beside Lina at the bus stop. They both were holding umbrellas.,Omar saw Amina standing beside Lina at the bus stop. They both were holding umbrellas.,Amina saw Omar standing at the bus stop. They both were holding umbrellas.,N/A,N/A,She later waved to Lina as Omar boarded.,He later thanked Amina for waiting beside Lina.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,GPT-5.2 Thinking,4,3,2,4,Sara observed Khalid walking alongside Emma on the sidewalk. They both were carrying backpacks.,Khalid observed Sara walking alongside Emma on the sidewalk. They both were carrying backpacks.,Sara observed Khalid walking on the sidewalk. They both were carrying backpacks.,N/A,N/A,She later called Emma to check in with Khalid.,He later thanked Sara for walking alongside Emma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,GPT-5.2 Thinking,5,3,2,4,Noah saw Dalia sitting near Rami at the café. They both were sipping tea.,Dalia saw Noah sitting near Rami at the café. They both were sipping tea.,Noah saw Dalia sitting at the café. They both were sipping tea.,N/A,N/A,He later nodded to Rami as Dalia laughed.,She later thanked Noah for sitting near Rami.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,GPT-5.2 Thinking,7,3,2,4,Yusuf noticed Layla standing next to Jonas in the hallway. They both were wearing badges.,Layla noticed Yusuf standing next to Jonas in the hallway. They both were wearing badges.,Yusuf noticed Layla standing in the hallway. They both were wearing badges.,N/A,N/A,He later asked Jonas why Layla looked rushed.,She later thanked Yusuf for standing next to Jonas.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,GPT-5.2 Thinking,9,3,2,4,Karim observed Elena walking alongside Samir after class. They both were carrying notebooks.,Elena observed Karim walking alongside Samir after class. They both were carrying notebooks.,Karim observed Elena walking after class. They both were carrying notebooks.,N/A,N/A,He later asked Samir where Elena was headed.,She later thanked Karim for walking alongside Samir.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,GPT-5.2 Thinking,12,3,2,4,Adele saw Omar sitting near Sofia in the courtyard. They both were eating sandwiches.,Omar saw Adele sitting near Sofia in the courtyard. They both were eating sandwiches.,Adele saw Omar sitting in the courtyard. They both were eating sandwiches.,N/A,N/A,She later waved to Sofia as Omar looked up.,He later thanked Adele for sitting near Sofia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_near,GPT-5.2 Thinking,23,3,2,4,Mia witnessed Tariq walking alongside Dalia downtown. They both were carrying shopping bags.,Tariq witnessed Mia walking alongside Dalia downtown. They both were carrying shopping bags.,Mia witnessed Tariq walking downtown. They both were carrying shopping bags.,N/A,N/A,She later greeted Dalia as Tariq crossed the street.,He later thanked Mia for walking alongside Dalia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,1,3,2,4,Marcus met with Elena and David at the office. They both brought printed agendas.,Elena met with Marcus and David at the office. They both brought printed agendas.,Marcus met with Elena at the office. They both brought printed agendas.,N/A,N/A,He used only his tablet.,She used only her tablet.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,2,3,2,4,Sarah collaborated with Thomas and Julia on the project. They both contributed original ideas.,Thomas collaborated with Sarah and Julia on the project. They both contributed original ideas.,Sarah collaborated with Thomas on the project. They both contributed original ideas.,N/A,N/A,She just implemented others' suggestions.,He just implemented others' suggestions.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,3,3,2,4,James studied with Rachel and Emma for the exam. They both reviewed old notes.,Rachel studied with James and Emma for the exam. They both reviewed old notes.,James studied with Rachel for the exam. They both reviewed old notes.,N/A,N/A,He only read the textbook.,She only read the textbook.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,4,3,2,4,Dr. Chen worked with Patricia and Michael in the laboratory. They both conducted experiments.,Patricia worked with Dr. Chen and Michael in the laboratory. They both conducted experiments.,Dr. Chen worked with Patricia in the laboratory. They both conducted experiments.,N/A,N/A,She only analyzed data.,He only analyzed data.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,5,3,2,4,Maya traveled with Kevin and Lisa to the conference. They both presented their research.,Kevin traveled with Maya and Lisa to the conference. They both presented their research.,Maya traveled with Kevin to the conference. They both presented their research.,N/A,N/A,She only attended as audience.,He only attended as audience.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,6,3,2,4,Robert exercised with Amanda and Carlos at the gym. They both lifted weights.,Amanda exercised with Robert and Carlos at the gym. They both lifted weights.,Robert exercised with Amanda at the gym. They both lifted weights.,N/A,N/A,He stuck to cardio only.,She stuck to cardio only.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,7,3,2,4,Sophie practiced with Daniel and Nina for the recital. They both played from memory.,Daniel practiced with Sophie and Nina for the recital. They both played from memory.,Sophie practiced with Daniel for the recital. They both played from memory.,N/A,N/A,She read from the sheet music.,He read from the sheet music.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,8,3,2,4,Victor competed with Jennifer and Alex in the tournament. They both reached the finals.,Jennifer competed with Victor and Alex in the tournament. They both reached the finals.,Victor competed with Jennifer in the tournament. They both reached the finals.,N/A,N/A,He was eliminated early.,She was eliminated early.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,9,3,2,4,Professor Lee discussed the topic with Olivia and Ryan. They both raised concerns.,Olivia discussed the topic with Professor Lee and Ryan. They both raised concerns.,Professor Lee discussed the topic with Olivia. They both raised concerns.,N/A,N/A,She agreed with everything.,He agreed with everything.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,10,3,2,4,Hannah volunteered with Christopher and Mark at the shelter. They both worked with animals.,Christopher volunteered with Hannah and Mark at the shelter. They both worked with animals.,Hannah volunteered with Christopher at the shelter. They both worked with animals.,N/A,N/A,She handled administrative tasks.,He handled administrative tasks.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,11,3,2,4,Benjamin trained with Emma and Tyler for the marathon. They both ran every morning.,Emma trained with Benjamin and Tyler for the marathon. They both ran every morning.,Benjamin trained with Emma for the marathon. They both ran every morning.,N/A,N/A,He only trained in evenings.,She only trained in evenings.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,12,3,2,4,Grace dined with Andrew and Claire at the restaurant. They both ordered wine.,Andrew dined with Grace and Claire at the restaurant. They both ordered wine.,Grace dined with Andrew at the restaurant. They both ordered wine.,N/A,N/A,She had water instead.,He had water instead.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,13,3,2,4,Isabella rehearsed with Jonathan and Sarah for the play. They both memorized their lines.,Jonathan rehearsed with Isabella and Sarah for the play. They both memorized their lines.,Isabella rehearsed with Jonathan for the play. They both memorized their lines.,N/A,N/A,He still needed the script.,She still needed the script.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,14,3,2,4,Nathan brainstormed with Victoria and Lucas during the session. They both suggested creative solutions.,Victoria brainstormed with Nathan and Lucas during the session. They both suggested creative solutions.,Nathan brainstormed with Victoria during the session. They both suggested creative solutions.,N/A,N/A,He stayed quiet throughout.,She stayed quiet throughout.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,15,3,2,4,Samantha hiked with Brandon and Megan in the mountains. They both carried backpacks.,Brandon hiked with Samantha and Megan in the mountains. They both carried backpacks.,Samantha hiked with Brandon in the mountains. They both carried backpacks.,N/A,N/A,She traveled light with nothing.,He traveled light with nothing.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,16,3,2,4,Eric debated with Rebecca and Peter about the policy. They both cited research studies.,Rebecca debated with Eric and Peter about the policy. They both cited research studies.,Eric debated with Rebecca about the policy. They both cited research studies.,N/A,N/A,He relied only on opinions.,She relied only on opinions.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,17,3,2,4,Lauren painted with Matthew and Sophie in the studio. They both used oil paints.,Matthew painted with Lauren and Sophie in the studio. They both used oil paints.,Lauren painted with Matthew in the studio. They both used oil paints.,N/A,N/A,She worked with watercolors.,He worked with watercolors.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,18,3,2,4,Tyler played tennis with Melissa and Jake at the club. They both served overhand.,Melissa played tennis with Tyler and Jake at the club. They both served overhand.,Tyler played tennis with Melissa at the club. They both served overhand.,N/A,N/A,He used underhand serves.,She used underhand serves.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,19,3,2,4,Chloe shopped with Jacob and Anna at the market. They both bought fresh vegetables.,Jacob shopped with Chloe and Anna at the market. They both bought fresh vegetables.,Chloe shopped with Jacob at the market. They both bought fresh vegetables.,N/A,N/A,She only purchased frozen items.,He only purchased frozen items.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,20,3,2,4,Austin camped with Natalie and Owen in the forest. They both slept in tents.,Natalie camped with Austin and Owen in the forest. They both slept in tents.,Austin camped with Natalie in the forest. They both slept in tents.,N/A,N/A,He stayed in a cabin.,She stayed in a cabin.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,21,3,2,4,Madison cooked with Connor and Zoe for the party. They both prepared appetizers.,Connor cooked with Madison and Zoe for the party. They both prepared appetizers.,Madison cooked with Connor for the party. They both prepared appetizers.,N/A,N/A,She focused on desserts only.,He focused on desserts only.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,22,3,2,4,Jordan negotiated with Alexis and Riley about the contract. They both requested revisions.,Alexis negotiated with Jordan and Riley about the contract. They both requested revisions.,Jordan negotiated with Alexis about the contract. They both requested revisions.,N/A,N/A,They accepted all terms.,They accepted all terms.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,23,3,2,4,Ethan performed with Abigail and Dylan at the concert. They both played original compositions.,Abigail performed with Ethan and Dylan at the concert. They both played original compositions.,Ethan performed with Abigail at the concert. They both played original compositions.,N/A,N/A,He only covered famous songs.,She only covered famous songs.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,24,3,2,4,Zoe gardened with Cameron and Morgan on Saturday. They both planted vegetables.,Cameron gardened with Zoe and Morgan on Saturday. They both planted vegetables.,Zoe gardened with Cameron on Saturday. They both planted vegetables.,N/A,N/A,She grew only flowers.,He grew only flowers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,25,3,2,4,Quinn sailed with Parker and Sage last weekend. They both steered the boat.,Parker sailed with Quinn and Sage last weekend. They both steered the boat.,Quinn sailed with Parker last weekend. They both steered the boat.,N/A,N/A,They only adjusted the sails.,They only adjusted the sails.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,1,3,2,4,Marcus met with Elena and David at the office. They both brought printed agendas.,Elena met with Marcus and David at the office. They both brought printed agendas.,Marcus met with Elena at the office. They both brought printed agendas.,N/A,N/A,He used only his tablet.,She used only her tablet.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,2,3,2,4,Sarah collaborated with Thomas and Julia on the project. They both contributed original ideas.,Thomas collaborated with Sarah and Julia on the project. They both contributed original ideas.,Sarah collaborated with Thomas on the project. They both contributed original ideas.,N/A,N/A,She just implemented others' suggestions.,He just implemented others' suggestions.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,3,3,2,4,James studied with Rachel and Emma for the exam. They both reviewed old notes.,Rachel studied with James and Emma for the exam. They both reviewed old notes.,James studied with Rachel for the exam. They both reviewed old notes.,N/A,N/A,He only read the textbook.,She only read the textbook.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,Claude Sonnet 4.5,4,3,2,4,Dr. Chen worked with Patricia and Michael in the laboratory. They both conducted experiments.,Patricia worked with Dr. Chen and Michael in the laboratory. They both conducted experiments.,Dr. Chen worked with Patricia in the laboratory. They both conducted experiments.,N/A,N/A,She only analyzed data.,He only analyzed data.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
