condition,sub_cond,source,item,n_input,n_continuations,n_tests,input_1,input_2,input_3,input_4,context_prompt,continuation_1,continuation_2,continuation_3,continuation_4,test_1,test_2,test_3,test_4
split_reference,split-ref_ditrans_with,GPT-5.2 Thinking,21,3,2,4,Jonas teamed Layla with Rami for the customer demo. They both seemed nervous.,Layla teamed Jonas with Rami for the customer demo. They both seemed nervous.,Jonas chose Layla for the customer demo. They both seemed nervous.,N/A,N/A,He later briefed Rami on the client.,She later thanked Jonas for teaming her with Rami.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_with,GPT-5.2 Thinking,22,3,2,4,Lea matched Hassan with Emma for the mentoring call. They both looked relieved.,Hassan matched Lea with Emma for the mentoring call. They both looked relieved.,Lea picked Hassan for the mentoring call. They both looked relieved.,N/A,N/A,She later asked Emma about availability.,He later thanked Lea for matching him with Emma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_with,GPT-5.2 Thinking,23,3,2,4,Mia grouped Tariq with Dalia for the photo shoot. They both seemed alert.,Tariq grouped Mia with Dalia for the photo shoot. They both seemed alert.,Mia selected Tariq for the photo shoot. They both seemed alert.,N/A,N/A,She later asked Dalia about lighting.,He later thanked Mia for grouping him with Dalia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_with,GPT-5.2 Thinking,24,3,2,4,Yusuf paired Nina with Omar for the team interview. They both looked confident.,Nina paired Yusuf with Omar for the team interview. They both looked confident.,Yusuf chose Nina for the team interview. They both looked confident.,N/A,N/A,He later told Omar the agenda.,She later thanked Yusuf for pairing her with Omar.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_with,GPT-5.2 Thinking,25,3,2,4,Clara matched Jakob with Salma for the science fair. They both seemed distracted.,Jakob matched Clara with Salma for the science fair. They both seemed distracted.,Clara picked Jakob for the science fair. They both seemed distracted.,N/A,N/A,She later asked Salma about materials.,He later thanked Clara for matching him with Salma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,3,3,2,4,The manager assigned Jennifer a new assistant. They both worked long hours.,Jennifer assigned the manager a new assistant. They both worked long hours.,The manager hired Jennifer. They both worked long hours.,N/A,N/A,She maintained strict nine-to-five hours.,He maintained strict nine-to-five hours.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,4,3,2,4,Dr. Martinez sent Thomas a new patient. They both specialized in oncology.,Thomas sent Dr. Martinez a new patient. They both specialized in oncology.,Dr. Martinez referred Thomas. They both specialized in oncology.,N/A,N/A,She focused on pediatrics instead.,He focused on pediatrics instead.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,9,3,2,4,The captain assigned Emma a senior officer. They both had military backgrounds.,Emma assigned the captain a senior officer. They both had military backgrounds.,The captain promoted Emma. They both had military backgrounds.,N/A,N/A,He came from civilian life.,She came from civilian life.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,11,3,2,4,The architect showed Jordan the new designer. They both sketched concepts by hand.,Jordan showed the architect the new designer. They both sketched concepts by hand.,The architect introduced Jordan. They both sketched concepts by hand.,N/A,N/A,She used only digital tools.,He used only digital tools.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,12,3,2,4,The CEO gave Taylor a senior advisor. They both made strategic decisions.,Taylor gave the CEO a senior advisor. They both made strategic decisions.,The CEO consulted with Taylor. They both made strategic decisions.,N/A,N/A,They avoided strategic planning.,They avoided strategic planning.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,13,3,2,4,The judge assigned Morgan a court reporter. They both reviewed legal precedents.,Morgan assigned the judge a court reporter. They both reviewed legal precedents.,The judge appointed Morgan. They both reviewed legal precedents.,N/A,N/A,They ignored past cases.,They ignored past cases.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,14,3,2,4,The producer sent Casey a new assistant. They both worked in film production.,Casey sent the producer a new assistant. They both worked in film production.,The producer hired Casey. They both worked in film production.,N/A,N/A,He had only theater experience.,She had only theater experience.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,17,3,2,4,The director brought Dakota a new collaborator. They both attended film festivals.,Dakota brought the director a new collaborator. They both attended film festivals.,The director introduced Dakota. They both attended film festivals.,N/A,N/A,She skipped all festivals.,He skipped all festivals.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,18,3,2,4,The curator offered Skylar an assistant curator. They both studied art history.,Skylar offered the curator an assistant curator. They both studied art history.,The curator mentored Skylar. They both studied art history.,N/A,N/A,They majored in business.,They majored in business.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,19,3,2,4,The attorney sent Quinn a paralegal. They both worked on corporate law.,Quinn sent the attorney a paralegal. They both worked on corporate law.,The attorney briefed Quinn. They both worked on corporate law.,N/A,N/A,He focused on criminal defense.,She focused on criminal defense.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,20,3,2,4,The consultant gave Parker a junior analyst. They both traveled frequently for work.,Parker gave the consultant a junior analyst. They both traveled frequently for work.,The consultant trained Parker. They both traveled frequently for work.,N/A,N/A,She worked from home exclusively.,He worked from home exclusively.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,21,3,2,4,The president granted Sage a chief advisor. They both negotiated international agreements.,Sage granted the president a chief advisor. They both negotiated international agreements.,The president appointed Sage. They both negotiated international agreements.,N/A,N/A,They avoided diplomatic work.,They avoided diplomatic work.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,22,3,2,4,The coach assigned River a training partner. They both competed at national level.,River assigned the coach a training partner. They both competed at national level.,The coach trained River. They both competed at national level.,N/A,N/A,He only competed locally.,She only competed locally.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,24,3,2,4,The publisher offered Reese a senior editor. They both acquired bestselling authors.,Reese offered the publisher a senior editor. They both acquired bestselling authors.,The publisher promoted Reese. They both acquired bestselling authors.,N/A,N/A,They focused on unknown writers.,They focused on unknown writers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,Claude Sonnet 4.5,25,3,2,4,The ambassador sent Finley a diplomatic attaché. They both spoke five languages fluently.,Finley sent the ambassador a diplomatic attaché. They both spoke five languages fluently.,The ambassador assigned Finley. They both spoke five languages fluently.,N/A,N/A,He was monolingual.,She was monolingual.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_ditrans_dobj,GPT-5.2 Thinking,1,3,2,4,The CEO assigned Margaret an assistant at headquarters. They both went to Yale.,Margaret assigned the CEO an assistant at headquarters. They both went to Yale.,The CEO appointed an assistant at headquarters. They both went to Yale.,N/A,N/A,He later introduced the assistant to Margaret.,She later thanked the CEO for the assignment.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,1,3,2,4,Marcus saw Elena with David at the conference. They both wore name badges.,Elena saw Marcus with David at the conference. They both wore name badges.,Marcus saw Elena at the conference. They both wore name badges.,N/A,N/A,He forgot his badge at home.,She forgot her badge at home.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,2,3,2,4,Sarah noticed Thomas with the intern at the cafeteria. They both ordered salads.,Thomas noticed Sarah with the intern at the cafeteria. They both ordered salads.,Sarah noticed Thomas at the cafeteria. They both ordered salads.,N/A,N/A,She had a burger instead.,He had a burger instead.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,3,3,2,4,James spotted Rachel with Julie in the library. They both carried heavy textbooks.,Rachel spotted James with Julie in the library. They both carried heavy textbooks.,James spotted Rachel in the library. They both carried heavy textbooks.,N/A,N/A,He traveled light with no books.,She traveled light with no books.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,4,3,2,4,Dr. Chen observed Patricia with the researcher in the lab. They both wore safety goggles.,Patricia observed Dr. Chen with the researcher in the lab. They both wore safety goggles.,Dr. Chen observed Patricia in the lab. They both wore safety goggles.,N/A,N/A,She never wore protective equipment.,He never wore protective equipment.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,5,3,2,4,Maya encountered Kevin with the manager at the reception. They both held wine glasses.,Kevin encountered Maya with the manager at the reception. They both held wine glasses.,Maya encountered Kevin at the reception. They both held wine glasses.,N/A,N/A,She stuck to water all evening.,He stuck to water all evening.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,6,3,2,4,Robert found Lisa with the coordinator in the meeting room. They both took detailed notes.,Lisa found Robert with the coordinator in the meeting room. They both took detailed notes.,Robert found Lisa in the meeting room. They both took detailed notes.,N/A,N/A,He just listened without writing.,She just listened without writing.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,7,3,2,4,Amanda watched Michael with the developer at the workspace. They both typed on laptops.,Michael watched Amanda with the developer at the workspace. They both typed on laptops.,Amanda watched Michael at the workspace. They both typed on laptops.,N/A,N/A,She worked on paper instead.,He worked on paper instead.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,8,3,2,4,Victor glimpsed Jennifer with the analyst through the window. They both checked their phones.,Jennifer glimpsed Victor with the analyst through the window. They both checked their phones.,Victor glimpsed Jennifer through the window. They both checked their phones.,N/A,N/A,He left his phone at home.,She left her phone at home.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,9,3,2,4,Professor Martinez saw Olivia with the assistant at the lecture hall. They both arrived early.,Olivia saw Professor Martinez with the assistant at the lecture hall. They both arrived early.,Professor Martinez saw Olivia at the lecture hall. They both arrived early.,N/A,N/A,She came in late.,He came in late.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,10,3,2,4,Daniel noticed Sophia with the leader at the workshop. They both asked questions.,Sophia noticed Daniel with the leader at the workshop. They both asked questions.,Daniel noticed Sophia at the workshop. They both asked questions.,N/A,N/A,He remained silent throughout.,She remained silent throughout.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,11,3,2,4,Catherine observed William with the editor at the office. They both reviewed manuscripts.,William observed Catherine with the editor at the office. They both reviewed manuscripts.,Catherine observed William at the office. They both reviewed manuscripts.,N/A,N/A,She focused on graphic design.,He focused on graphic design.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,12,3,2,4,Benjamin spotted Emma with the coordinator at the entrance. They both wore winter coats.,Emma spotted Benjamin with the coordinator at the entrance. They both wore winter coats.,Benjamin spotted Emma at the entrance. They both wore winter coats.,N/A,N/A,He wore just a light jacket.,She wore just a light jacket.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,13,3,2,4,Hannah found Christopher with the chair at the symposium. They both presented research.,Christopher found Hannah with the chair at the symposium. They both presented research.,Hannah found Christopher at the symposium. They both presented research.,N/A,N/A,She only attended as audience.,He only attended as audience.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,14,3,2,4,Ryan encountered Nicole with the professor at the seminar. They both took copious notes.,Nicole encountered Ryan with the professor at the seminar. They both took copious notes.,Ryan encountered Nicole at the seminar. They both took copious notes.,N/A,N/A,He didn't write anything down.,She didn't write anything down.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,15,3,2,4,Grace saw Andrew with the manager at the restaurant. They both ordered appetizers.,Andrew saw Grace with the manager at the restaurant. They both ordered appetizers.,Grace saw Andrew at the restaurant. They both ordered appetizers.,N/A,N/A,She skipped the appetizer course.,He skipped the appetizer course.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,16,3,2,4,Isabella watched Jonathan with the supervisor at the training. They both practiced techniques.,Jonathan watched Isabella with the supervisor at the training. They both practiced techniques.,Isabella watched Jonathan at the training. They both practiced techniques.,N/A,N/A,She only observed from afar.,He only observed from afar.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,17,3,2,4,Nathan noticed Victoria with the associate at the gallery. They both admired abstract art.,Victoria noticed Nathan with the associate at the gallery. They both admired abstract art.,Nathan noticed Victoria at the gallery. They both admired abstract art.,N/A,N/A,He preferred realistic paintings.,She preferred realistic paintings.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,18,3,2,4,Samantha glimpsed Brandon with the director at the studio. They both carried camera equipment.,Brandon glimpsed Samantha with the director at the studio. They both carried camera equipment.,Samantha glimpsed Brandon at the studio. They both carried camera equipment.,N/A,N/A,She came empty-handed.,He came empty-handed.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,19,3,2,4,Eric observed Rebecca with the analyst at the presentation. They both used data visualizations.,Rebecca observed Eric with the analyst at the presentation. They both used data visualizations.,Eric observed Rebecca at the presentation. They both used data visualizations.,N/A,N/A,He relied only on text.,She relied only on text.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,20,3,2,4,Lauren spotted Matthew with the speaker at the event. They both distributed handouts.,Matthew spotted Lauren with the speaker at the event. They both distributed handouts.,Lauren spotted Matthew at the event. They both distributed handouts.,N/A,N/A,She didn't bring any materials.,He didn't bring any materials.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,21,3,2,4,Tyler saw Melissa with the director at the audition. They both performed monologues.,Melissa saw Tyler with the director at the audition. They both performed monologues.,Tyler saw Melissa at the audition. They both performed monologues.,N/A,N/A,He only watched others perform.,She only watched others perform.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,22,3,2,4,Chloe found Jacob with the organizer at the fundraiser. They both made donations.,Jacob found Chloe with the organizer at the fundraiser. They both made donations.,Chloe found Jacob at the fundraiser. They both made donations.,N/A,N/A,She didn't contribute financially.,He didn't contribute financially.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,23,3,2,4,Austin encountered Natalie with the investigator at the site. They both wore hard hats.,Natalie encountered Austin with the investigator at the site. They both wore hard hats.,Austin encountered Natalie at the site. They both wore hard hats.,N/A,N/A,He went without safety gear.,She went without safety gear.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,24,3,2,4,Madison watched Connor with the instructor at the demonstration. They both followed along carefully.,Connor watched Madison with the instructor at the demonstration. They both followed along carefully.,Madison watched Connor at the demonstration. They both followed along carefully.,N/A,N/A,She lost focus quickly.,He lost focus quickly.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,Claude Sonnet 4.5,25,3,2,4,Jordan noticed Alexis with the consultant at the briefing. They both referenced previous reports.,Alexis noticed Jordan with the consultant at the briefing. They both referenced previous reports.,Jordan noticed Alexis at the briefing. They both referenced previous reports.,N/A,N/A,They had no prior knowledge.,They had no prior knowledge.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,1,3,2,4,Trudy saw Meredith with Julie at the park. They both were eating ice cream.,Meredith saw Trudy with Julie at the park. They both were eating ice cream.,Trudy saw Meredith at the park. They both were eating ice cream.,N/A,N/A,She later waved to Julie from across the path.,She later thanked Trudy for coming to the park with Julie.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,2,3,2,4,Amina noticed Omar with Lina outside the office. They both looked tired.,Omar noticed Amina with Lina outside the office. They both looked tired.,Amina noticed Omar outside the office. They both looked tired.,N/A,N/A,She later asked Lina if everything was okay.,He later thanked Amina for meeting up with Lina.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,3,3,2,4,Felix spotted Nora with Jakob at the station. They both seemed nervous.,Nora spotted Felix with Jakob at the station. They both seemed nervous.,Felix spotted Nora at the station. They both seemed nervous.,N/A,N/A,He later asked Jakob what happened at the station.,She later thanked Felix for waiting with Jakob.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,4,3,2,4,Sara saw Khalid with Emma in the library. They both seemed quiet.,Khalid saw Sara with Emma in the library. They both seemed quiet.,Sara saw Khalid in the library. They both seemed quiet.,N/A,N/A,She later waved to Emma near the shelves.,He later thanked Sara for studying with Emma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,5,3,2,4,Noah overheard Dalia with Rami in the hallway. They both sounded excited.,Dalia overheard Noah with Rami in the hallway. They both sounded excited.,Noah overheard Dalia in the hallway. They both sounded excited.,N/A,N/A,He later asked Rami what Dalia said.,She later thanked Noah for chatting with Rami.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,6,3,2,4,Huda glimpsed Leon with Mia at the café. They both looked amused.,Leon glimpsed Huda with Mia at the café. They both looked amused.,Huda glimpsed Leon at the café. They both looked amused.,N/A,N/A,She later smiled at Mia by the window.,He later thanked Huda for sitting with Mia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,7,3,2,4,Yusuf saw Layla with Jonas after class. They both seemed distracted.,Layla saw Yusuf with Jonas after class. They both seemed distracted.,Yusuf saw Layla after class. They both seemed distracted.,N/A,N/A,He later asked Jonas about Layla’s message.,She later thanked Yusuf for walking with Jonas.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,8,3,2,4,Clara noticed Tariq with Nina on Monday. They both looked relieved.,Tariq noticed Clara with Nina on Monday. They both looked relieved.,Clara noticed Tariq on Monday. They both looked relieved.,N/A,N/A,She later asked Nina how things went.,He later thanked Clara for checking in with Nina.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,9,3,2,4,Karim saw Elena with Samir before lunch. They both appeared focused.,Elena saw Karim with Samir before lunch. They both appeared focused.,Karim saw Elena before lunch. They both appeared focused.,N/A,N/A,He later asked Samir where Elena went.,She later thanked Karim for waiting with Samir.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,10,3,2,4,Maha spotted David with Hana at the market. They both seemed calm.,David spotted Maha with Hana at the market. They both seemed calm.,Maha spotted David at the market. They both seemed calm.,N/A,N/A,She later greeted Hana near the stalls.,He later thanked Maha for shopping with Hana.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,11,3,2,4,Jakob overheard Salma with Luca during rehearsal. They both sounded confident.,Salma overheard Jakob with Luca during rehearsal. They both sounded confident.,Jakob overheard Salma during rehearsal. They both sounded confident.,N/A,N/A,He later asked Luca about Salma’s idea.,She later thanked Jakob for practicing with Luca.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,12,3,2,4,Adele saw Omar with Sofia at the museum. They both looked curious.,Omar saw Adele with Sofia at the museum. They both looked curious.,Adele saw Omar at the museum. They both looked curious.,N/A,N/A,She later pointed Sofia to the exhibit map.,He later thanked Adele for touring with Sofia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,13,3,2,4,Rami noticed Nour with Felix in the lobby. They both seemed impatient.,Nour noticed Rami with Felix in the lobby. They both seemed impatient.,Rami noticed Nour in the lobby. They both seemed impatient.,N/A,N/A,He later asked Felix why Nour was waiting.,She later thanked Rami for waiting with Felix.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,14,3,2,4,Lina glimpsed Hassan with Dalia at reception. They both looked tired.,Hassan glimpsed Lina with Dalia at reception. They both looked tired.,Lina glimpsed Hassan at reception. They both looked tired.,N/A,N/A,She later asked Dalia if Hassan needed help.,He later thanked Lina for waiting with Dalia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,15,3,2,4,Milan saw Emma with Yusuf outside the café. They both looked amused.,Emma saw Milan with Yusuf outside the café. They both looked amused.,Milan saw Emma outside the café. They both looked amused.,N/A,N/A,He later waved to Yusuf from the sidewalk.,She later thanked Milan for meeting up with Yusuf.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,16,3,2,4,Nina noticed Tariq with Lea on Tuesday. They both seemed nervous.,Tariq noticed Nina with Lea on Tuesday. They both seemed nervous.,Nina noticed Tariq on Tuesday. They both seemed nervous.,N/A,N/A,She later asked Lea what Tariq said.,He later thanked Nina for checking in with Lea.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,17,3,2,4,Omar saw Jana with Karim at the station. They both looked relieved.,Jana saw Omar with Karim at the station. They both looked relieved.,Omar saw Jana at the station. They both looked relieved.,N/A,N/A,He later texted Karim about Jana’s arrival.,She later thanked Omar for waiting with Karim.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,18,3,2,4,Hannah overheard Leon with Sara in the hallway. They both sounded excited.,Leon overheard Hannah with Sara in the hallway. They both sounded excited.,Hannah overheard Leon in the hallway. They both sounded excited.,N/A,N/A,She later asked Sara what Leon suggested.,He later thanked Hannah for talking with Sara.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,19,3,2,4,Felix spotted Amina with Luca at the gym. They both seemed focused.,Amina spotted Felix with Luca at the gym. They both seemed focused.,Felix spotted Amina at the gym. They both seemed focused.,N/A,N/A,He later asked Luca where Amina trained.,She later thanked Felix for stretching with Luca.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,20,3,2,4,Samira noticed David with Nour at the clinic. They both looked tired.,David noticed Samira with Nour at the clinic. They both looked tired.,Samira noticed David at the clinic. They both looked tired.,N/A,N/A,She later asked Nour if David was okay.,He later thanked Samira for waiting with Nour.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,21,3,2,4,Jonas glimpsed Layla with Rami near the entrance. They both seemed calm.,Layla glimpsed Jonas with Rami near the entrance. They both seemed calm.,Jonas glimpsed Layla near the entrance. They both seemed calm.,N/A,N/A,He later nodded to Rami as Layla passed by.,She later thanked Jonas for standing with Rami.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,22,3,2,4,Lea saw Hassan with Emma after lunch. They both looked puzzled.,Hassan saw Lea with Emma after lunch. They both looked puzzled.,Lea saw Hassan after lunch. They both looked puzzled.,N/A,N/A,She later asked Emma what Hassan meant.,He later thanked Lea for talking with Emma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,23,3,2,4,Mia overheard Tariq with Dalia at the café. They both sounded curious.,Tariq overheard Mia with Dalia at the café. They both sounded curious.,Mia overheard Tariq at the café. They both sounded curious.,N/A,N/A,She later asked Dalia what Tariq proposed.,He later thanked Mia for sitting with Dalia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,24,3,2,4,Yusuf saw Nina with Omar at the market. They both looked amused.,Nina saw Yusuf with Omar at the market. They both looked amused.,Yusuf saw Nina at the market. They both looked amused.,N/A,N/A,He later greeted Omar when Nina turned around.,She later thanked Yusuf for walking with Omar.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_with,GPT-5.2 Thinking,25,3,2,4,Clara noticed Jakob with Salma in the library. They both seemed quiet.,Jakob noticed Clara with Salma in the library. They both seemed quiet.,Clara noticed Jakob in the library. They both seemed quiet.,N/A,N/A,She later asked Salma what Jakob was reading.,He later thanked Clara for studying with Salma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_percep_and,Claude Sonnet 4.5,1,3,2,4,Marcus overheard Elena and David discussing the project. They both supported the new approach.,Elena overheard Marcus and David discussing the project. They both supported the new approach.,Marcus overheard Elena discussing the project. They both supported the new approach.,N/A,N/A,He opposed the changes completely.,She opposed the changes completely.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
