model_source,condition,sub_cond,item,test_name,test_definition,LLH_left,LLH_right,logOdds,test_passed
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,4,test_1,1|1>1|2,-3.921875,-3.546875,-0.375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,4,test_2,1|1>1|3,-3.921875,-3.78125,-0.140625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,4,test_3,2|1>2|2,-4.0,-4.0,0.0,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,4,test_4,2|1>2|3,-4.0,-3.96875,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,5,test_1,1|1>1|2,-4.28125,-4.5,0.21875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,5,test_2,1|1>1|3,-4.28125,-4.78125,0.5,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,5,test_3,2|1>2|2,-4.53125,-4.1875,-0.34375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,5,test_4,2|1>2|3,-4.53125,-4.84375,0.3125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,6,test_1,1|1>1|2,-4.03125,-3.71875,-0.3125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,6,test_2,1|1>1|3,-4.03125,-4.0625,0.03125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,6,test_3,2|1>2|2,-3.78125,-3.703125,-0.078125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,6,test_4,2|1>2|3,-3.78125,-3.828125,0.046875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,7,test_1,1|1>1|2,-3.875,-3.921875,0.046875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,7,test_2,1|1>1|3,-3.875,-4.125,0.25,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,7,test_3,2|1>2|2,-4.0625,-3.96875,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,7,test_4,2|1>2|3,-4.0625,-3.65625,-0.40625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,8,test_1,1|1>1|2,-2.421875,-2.390625,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,8,test_2,1|1>1|3,-2.421875,-2.109375,-0.3125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,8,test_3,2|1>2|2,-2.109375,-2.265625,0.15625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,8,test_4,2|1>2|3,-2.109375,-1.90625,-0.203125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,9,test_1,1|1>1|2,-2.796875,-2.828125,0.03125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,9,test_2,1|1>1|3,-2.796875,-3.046875,0.25,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,9,test_3,2|1>2|2,-2.90625,-2.546875,-0.359375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,9,test_4,2|1>2|3,-2.90625,-3.296875,0.390625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,10,test_1,1|1>1|2,-3.890625,-3.53125,-0.359375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,10,test_2,1|1>1|3,-3.890625,-4.28125,0.390625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,10,test_3,2|1>2|2,-3.75,-3.65625,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,10,test_4,2|1>2|3,-3.75,-4.15625,0.40625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,11,test_1,1|1>1|2,-4.0,-4.1875,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,11,test_2,1|1>1|3,-4.0,-3.78125,-0.21875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,11,test_3,2|1>2|2,-3.953125,-3.921875,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,11,test_4,2|1>2|3,-3.953125,-4.0,0.046875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,12,test_1,1|1>1|2,-3.4375,-3.125,-0.3125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,12,test_2,1|1>1|3,-3.4375,-3.765625,0.328125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,12,test_3,2|1>2|2,-3.375,-3.5,0.125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,12,test_4,2|1>2|3,-3.375,-3.484375,0.109375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,13,test_1,1|1>1|2,-4.28125,-4.5,0.21875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,13,test_2,1|1>1|3,-4.28125,-4.34375,0.0625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,13,test_3,2|1>2|2,-4.53125,-4.5,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,13,test_4,2|1>2|3,-4.53125,-4.5625,0.03125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,14,test_1,1|1>1|2,-2.3125,-2.265625,-0.046875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,14,test_2,1|1>1|3,-2.3125,-2.421875,0.109375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,14,test_3,2|1>2|2,-2.265625,-2.109375,-0.15625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,14,test_4,2|1>2|3,-2.265625,-2.171875,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,15,test_1,1|1>1|2,-3.046875,-2.859375,-0.1875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,15,test_2,1|1>1|3,-3.046875,-3.0,-0.046875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,15,test_3,2|1>2|2,-2.8125,-3.015625,0.203125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,15,test_4,2|1>2|3,-2.8125,-2.890625,0.078125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,16,test_1,1|1>1|2,-3.703125,-4.34375,0.640625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,16,test_2,1|1>1|3,-3.703125,-4.03125,0.328125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,16,test_3,2|1>2|2,-4.28125,-4.375,0.09375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,16,test_4,2|1>2|3,-4.28125,-4.28125,0.0,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,17,test_1,1|1>1|2,-3.109375,-2.953125,-0.15625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,17,test_2,1|1>1|3,-3.109375,-3.203125,0.09375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,17,test_3,2|1>2|2,-3.28125,-2.84375,-0.4375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,17,test_4,2|1>2|3,-3.28125,-3.25,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,18,test_1,1|1>1|2,-5.53125,-5.28125,-0.25,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,18,test_2,1|1>1|3,-5.53125,-5.1875,-0.34375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,18,test_3,2|1>2|2,-5.15625,-5.59375,0.4375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,18,test_4,2|1>2|3,-5.15625,-5.15625,0.0,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,19,test_1,1|1>1|2,-4.25,-3.671875,-0.578125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,19,test_2,1|1>1|3,-4.25,-4.0625,-0.1875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,19,test_3,2|1>2|2,-4.125,-4.09375,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,19,test_4,2|1>2|3,-4.125,-3.796875,-0.328125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,20,test_1,1|1>1|2,-3.125,-3.0,-0.125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,20,test_2,1|1>1|3,-3.125,-3.671875,0.546875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,20,test_3,2|1>2|2,-2.734375,-3.421875,0.6875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,20,test_4,2|1>2|3,-2.734375,-3.265625,0.53125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,21,test_1,1|1>1|2,-4.53125,-4.3125,-0.21875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,21,test_2,1|1>1|3,-4.53125,-4.25,-0.28125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,21,test_3,2|1>2|2,-4.15625,-4.0625,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,21,test_4,2|1>2|3,-4.15625,-4.15625,0.0,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,22,test_1,1|1>1|2,-3.75,-3.703125,-0.046875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,22,test_2,1|1>1|3,-3.75,-4.3125,0.5625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,22,test_3,2|1>2|2,-3.75,-3.59375,-0.15625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,22,test_4,2|1>2|3,-3.75,-4.28125,0.53125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,23,test_1,1|1>1|2,-4.46875,-4.75,0.28125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,23,test_2,1|1>1|3,-4.46875,-5.21875,0.75,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,23,test_3,2|1>2|2,-4.40625,-4.75,0.34375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,23,test_4,2|1>2|3,-4.40625,-5.28125,0.875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,24,test_1,1|1>1|2,-5.0625,-4.6875,-0.375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,24,test_2,1|1>1|3,-5.0625,-5.90625,0.84375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,24,test_3,2|1>2|2,-4.53125,-4.9375,0.40625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,24,test_4,2|1>2|3,-4.53125,-5.09375,0.5625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,25,test_1,1|1>1|2,-3.84375,-3.75,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,25,test_2,1|1>1|3,-3.84375,-3.53125,-0.3125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,25,test_3,2|1>2|2,-3.84375,-3.75,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_with,25,test_4,2|1>2|3,-3.84375,-3.53125,-0.3125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,1,test_1,1|1>1|2,-4.9375,-4.8125,-0.125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,1,test_2,1|1>1|3,-4.9375,-5.21875,0.28125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,1,test_3,2|1>2|2,-4.6875,-5.09375,0.40625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,1,test_4,2|1>2|3,-4.6875,-5.0,0.3125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,2,test_1,1|1>1|2,-2.484375,-2.3125,-0.171875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,2,test_2,1|1>1|3,-2.484375,-2.40625,-0.078125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,2,test_3,2|1>2|2,-2.03125,-2.328125,0.296875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,2,test_4,2|1>2|3,-2.03125,-2.21875,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,3,test_1,1|1>1|2,-4.46875,-3.546875,-0.921875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,3,test_2,1|1>1|3,-4.46875,-4.0625,-0.40625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,3,test_3,2|1>2|2,-4.375,-4.78125,0.40625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,3,test_4,2|1>2|3,-4.375,-3.65625,-0.71875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,4,test_1,1|1>1|2,-4.9375,-5.0625,0.125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,4,test_2,1|1>1|3,-4.9375,-4.59375,-0.34375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,4,test_3,2|1>2|2,-5.125,-4.6875,-0.4375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,4,test_4,2|1>2|3,-5.125,-5.0625,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,5,test_1,1|1>1|2,-3.453125,-3.71875,0.265625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,5,test_2,1|1>1|3,-3.453125,-2.796875,-0.65625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,5,test_3,2|1>2|2,-3.5,-3.578125,0.078125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,5,test_4,2|1>2|3,-3.5,-2.90625,-0.59375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,6,test_1,1|1>1|2,-4.5625,-4.5,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,6,test_2,1|1>1|3,-4.5625,-3.671875,-0.890625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,6,test_3,2|1>2|2,-4.40625,-5.25,0.84375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,6,test_4,2|1>2|3,-4.40625,-3.65625,-0.75,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,7,test_1,1|1>1|2,-4.1875,-4.28125,0.09375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,7,test_2,1|1>1|3,-4.1875,-4.875,0.6875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,7,test_3,2|1>2|2,-4.09375,-5.65625,1.5625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,7,test_4,2|1>2|3,-4.09375,-4.65625,0.5625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,8,test_1,1|1>1|2,-2.90625,-2.53125,-0.375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,8,test_2,1|1>1|3,-2.90625,-3.65625,0.75,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,8,test_3,2|1>2|2,-3.09375,-2.921875,-0.171875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,8,test_4,2|1>2|3,-3.09375,-3.75,0.65625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,9,test_1,1|1>1|2,-5.1875,-5.15625,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,9,test_2,1|1>1|3,-5.1875,-4.0625,-1.125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,9,test_3,2|1>2|2,-5.09375,-3.953125,-1.140625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,9,test_4,2|1>2|3,-5.09375,-4.40625,-0.6875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,10,test_1,1|1>1|2,-4.4375,-4.34375,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,10,test_2,1|1>1|3,-4.4375,-3.953125,-0.484375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,10,test_3,2|1>2|2,-4.3125,-4.46875,0.15625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,10,test_4,2|1>2|3,-4.3125,-3.828125,-0.484375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,11,test_1,1|1>1|2,-4.3125,-4.34375,0.03125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,11,test_2,1|1>1|3,-4.3125,-4.5625,0.25,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,11,test_3,2|1>2|2,-3.875,-4.65625,0.78125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,11,test_4,2|1>2|3,-3.875,-4.125,0.25,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,12,test_1,1|1>1|2,-6.0625,-5.84375,-0.21875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,12,test_2,1|1>1|3,-6.0625,-5.53125,-0.53125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,12,test_3,2|1>2|2,-5.78125,-5.71875,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,12,test_4,2|1>2|3,-5.78125,-5.9375,0.15625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,13,test_1,1|1>1|2,-4.25,-4.75,0.5,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,13,test_2,1|1>1|3,-4.25,-3.875,-0.375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,13,test_3,2|1>2|2,-4.0,-4.4375,0.4375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,13,test_4,2|1>2|3,-4.0,-3.71875,-0.28125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,14,test_1,1|1>1|2,-2.484375,-2.453125,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,14,test_2,1|1>1|3,-2.484375,-2.5,0.015625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,14,test_3,2|1>2|2,-2.390625,-2.484375,0.09375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,14,test_4,2|1>2|3,-2.390625,-2.515625,0.125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,15,test_1,1|1>1|2,-4.5625,-4.59375,0.03125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,15,test_2,1|1>1|3,-4.5625,-4.5,-0.0625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,15,test_3,2|1>2|2,-4.625,-3.984375,-0.640625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,15,test_4,2|1>2|3,-4.625,-4.53125,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,16,test_1,1|1>1|2,-4.4375,-4.34375,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,16,test_2,1|1>1|3,-4.4375,-4.625,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,16,test_3,2|1>2|2,-4.28125,-4.4375,0.15625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,16,test_4,2|1>2|3,-4.28125,-4.5625,0.28125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,17,test_1,1|1>1|2,-3.46875,-3.375,-0.09375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,17,test_2,1|1>1|3,-3.46875,-3.625,0.15625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,17,test_3,2|1>2|2,-3.140625,-3.796875,0.65625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,17,test_4,2|1>2|3,-3.140625,-3.578125,0.4375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,18,test_1,1|1>1|2,-6.0625,-5.0625,-1.0,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,18,test_2,1|1>1|3,-6.0625,-4.8125,-1.25,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,18,test_3,2|1>2|2,-5.96875,-5.65625,-0.3125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,18,test_4,2|1>2|3,-5.96875,-5.6875,-0.28125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,19,test_1,1|1>1|2,-4.03125,-3.46875,-0.5625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,19,test_2,1|1>1|3,-4.03125,-3.75,-0.28125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,19,test_3,2|1>2|2,-3.578125,-3.953125,0.375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,19,test_4,2|1>2|3,-3.578125,-3.78125,0.203125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,20,test_1,1|1>1|2,-6.0,-5.65625,-0.34375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,20,test_2,1|1>1|3,-6.0,-6.4375,0.4375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,20,test_3,2|1>2|2,-5.5,-6.25,0.75,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,20,test_4,2|1>2|3,-5.5,-5.9375,0.4375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,21,test_1,1|1>1|2,-4.4375,-4.15625,-0.28125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,21,test_2,1|1>1|3,-4.4375,-4.5625,0.125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,21,test_3,2|1>2|2,-4.34375,-4.3125,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,21,test_4,2|1>2|3,-4.34375,-4.5625,0.21875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,22,test_1,1|1>1|2,-2.90625,-2.96875,0.0625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,22,test_2,1|1>1|3,-2.90625,-3.015625,0.109375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,22,test_3,2|1>2|2,-2.90625,-2.96875,0.0625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,22,test_4,2|1>2|3,-2.90625,-3.015625,0.109375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,23,test_1,1|1>1|2,-5.25,-5.0625,-0.1875,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,23,test_2,1|1>1|3,-5.25,-4.6875,-0.5625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,23,test_3,2|1>2|2,-5.4375,-5.8125,0.375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,23,test_4,2|1>2|3,-5.4375,-4.6875,-0.75,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,24,test_1,1|1>1|2,-4.21875,-4.0625,-0.15625,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,24,test_2,1|1>1|3,-4.21875,-4.34375,0.125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,24,test_3,2|1>2|2,-3.84375,-3.5,-0.34375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,24,test_4,2|1>2|3,-3.84375,-3.515625,-0.328125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,25,test_1,1|1>1|2,-3.59375,-3.78125,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,25,test_2,1|1>1|3,-3.59375,-3.78125,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,25,test_3,2|1>2|2,-3.59375,-3.78125,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,25,test_4,2|1>2|3,-3.59375,-3.78125,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,1,test_1,1|1>1|2,-2.28125,-3.1875,0.90625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,1,test_2,1|1>1|3,-2.28125,-3.40625,1.125,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,1,test_3,2|1>2|2,-3.953125,-3.59375,-0.359375,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,1,test_4,2|1>2|3,-3.953125,-4.46875,0.515625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,2,test_1,1|1>1|2,-4.21875,-4.1875,-0.03125,False
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,2,test_2,1|1>1|3,-4.21875,-4.84375,0.625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,2,test_3,2|1>2|2,-3.65625,-3.703125,0.046875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,2,test_4,2|1>2|3,-3.65625,-4.21875,0.5625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,3,test_1,1|1>1|2,-4.03125,-4.625,0.59375,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,3,test_2,1|1>1|3,-4.03125,-5.1875,1.15625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,3,test_3,2|1>2|2,-3.8125,-4.0,0.1875,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,3,test_4,2|1>2|3,-3.8125,-4.71875,0.90625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,4,test_1,1|1>1|2,-5.34375,-5.5,0.15625,True
Qwen/Qwen2.5-3B-Instruct,split_reference,split-ref_percep_and,4,test_2,1|1>1|3,-5.34375,-4.84375,-0.5,False
