model_source,condition,sub_cond,item,test_name,test_definition,LLH_left,LLH_right,logOdds,test_passed
gpt2,split_reference,split-ref_percep_with,8,test_3,2|1>2|2,-4.08031702041626,-4.321892261505127,0.2415752410888672,True
gpt2,split_reference,split-ref_percep_with,8,test_4,2|1>2|3,-4.08031702041626,-3.9607722759246826,-0.11954474449157715,False
gpt2,split_reference,split-ref_percep_with,9,test_1,1|1>1|2,-4.712426662445068,-4.873734951019287,0.16130828857421875,True
gpt2,split_reference,split-ref_percep_with,9,test_2,1|1>1|3,-4.712426662445068,-4.76226282119751,0.049836158752441406,True
gpt2,split_reference,split-ref_percep_with,9,test_3,2|1>2|2,-4.961463451385498,-5.0150346755981445,0.053571224212646484,True
gpt2,split_reference,split-ref_percep_with,9,test_4,2|1>2|3,-4.961463451385498,-4.982485294342041,0.02102184295654297,True
gpt2,split_reference,split-ref_percep_with,10,test_1,1|1>1|2,-5.569671630859375,-5.2834320068359375,-0.2862396240234375,False
gpt2,split_reference,split-ref_percep_with,10,test_2,1|1>1|3,-5.569671630859375,-5.548746585845947,-0.020925045013427734,False
gpt2,split_reference,split-ref_percep_with,10,test_3,2|1>2|2,-5.275496006011963,-5.1807861328125,-0.09470987319946289,False
gpt2,split_reference,split-ref_percep_with,10,test_4,2|1>2|3,-5.275496006011963,-5.231846332550049,-0.04364967346191406,False
gpt2,split_reference,split-ref_percep_with,11,test_1,1|1>1|2,-5.3725128173828125,-5.610311031341553,0.23779821395874023,True
gpt2,split_reference,split-ref_percep_with,11,test_2,1|1>1|3,-5.3725128173828125,-5.403268337249756,0.03075551986694336,True
gpt2,split_reference,split-ref_percep_with,11,test_3,2|1>2|2,-5.502125263214111,-5.734569549560547,0.23244428634643555,True
gpt2,split_reference,split-ref_percep_with,11,test_4,2|1>2|3,-5.502125263214111,-5.578397750854492,0.07627248764038086,True
gpt2,split_reference,split-ref_percep_with,12,test_1,1|1>1|2,-4.788136005401611,-4.717258930206299,-0.0708770751953125,False
gpt2,split_reference,split-ref_percep_with,12,test_2,1|1>1|3,-4.788136005401611,-4.78147554397583,-0.00666046142578125,False
gpt2,split_reference,split-ref_percep_with,12,test_3,2|1>2|2,-4.693888187408447,-4.79361629486084,0.09972810745239258,True
gpt2,split_reference,split-ref_percep_with,12,test_4,2|1>2|3,-4.693888187408447,-4.62692928314209,-0.06695890426635742,False
gpt2,split_reference,split-ref_percep_with,13,test_1,1|1>1|2,-7.514796733856201,-7.545965671539307,0.03116893768310547,True
gpt2,split_reference,split-ref_percep_with,13,test_2,1|1>1|3,-7.514796733856201,-7.390518665313721,-0.12427806854248047,False
gpt2,split_reference,split-ref_percep_with,13,test_3,2|1>2|2,-7.531894683837891,-7.559046268463135,0.02715158462524414,True
gpt2,split_reference,split-ref_percep_with,13,test_4,2|1>2|3,-7.531894683837891,-7.367872714996338,-0.16402196884155273,False
gpt2,split_reference,split-ref_percep_with,14,test_1,1|1>1|2,-3.7256064414978027,-3.872847080230713,0.14724063873291016,True
gpt2,split_reference,split-ref_percep_with,14,test_2,1|1>1|3,-3.7256064414978027,-3.708216428756714,-0.017390012741088867,False
gpt2,split_reference,split-ref_percep_with,14,test_3,2|1>2|2,-3.665086030960083,-3.778071641921997,0.11298561096191406,True
gpt2,split_reference,split-ref_percep_with,14,test_4,2|1>2|3,-3.665086030960083,-3.614506483078003,-0.05057954788208008,False
gpt2,split_reference,split-ref_percep_with,15,test_1,1|1>1|2,-4.872786521911621,-4.7494635581970215,-0.12332296371459961,False
gpt2,split_reference,split-ref_percep_with,15,test_2,1|1>1|3,-4.872786521911621,-4.875485897064209,0.0026993751525878906,True
gpt2,split_reference,split-ref_percep_with,15,test_3,2|1>2|2,-4.863708972930908,-4.714498996734619,-0.14920997619628906,False
gpt2,split_reference,split-ref_percep_with,15,test_4,2|1>2|3,-4.863708972930908,-4.86749792098999,0.0037889480590820312,True
gpt2,split_reference,split-ref_percep_with,16,test_1,1|1>1|2,-5.277846813201904,-5.378621578216553,0.10077476501464844,True
gpt2,split_reference,split-ref_percep_with,16,test_2,1|1>1|3,-5.277846813201904,-5.306294918060303,0.028448104858398438,True
gpt2,split_reference,split-ref_percep_with,16,test_3,2|1>2|2,-5.294867992401123,-5.313405513763428,0.018537521362304688,True
gpt2,split_reference,split-ref_percep_with,16,test_4,2|1>2|3,-5.294867992401123,-5.335290908813477,0.040422916412353516,True
gpt2,split_reference,split-ref_percep_with,17,test_1,1|1>1|2,-6.398956775665283,-6.300768852233887,-0.09818792343139648,False
gpt2,split_reference,split-ref_percep_with,17,test_2,1|1>1|3,-6.398956775665283,-6.460424900054932,0.06146812438964844,True
gpt2,split_reference,split-ref_percep_with,17,test_3,2|1>2|2,-6.433682918548584,-6.372159481048584,-0.0615234375,False
gpt2,split_reference,split-ref_percep_with,17,test_4,2|1>2|3,-6.433682918548584,-6.48388147354126,0.05019855499267578,True
gpt2,split_reference,split-ref_percep_with,18,test_1,1|1>1|2,-5.212663173675537,-5.173716068267822,-0.038947105407714844,False
gpt2,split_reference,split-ref_percep_with,18,test_2,1|1>1|3,-5.212663173675537,-5.0244269371032715,-0.18823623657226562,False
gpt2,split_reference,split-ref_percep_with,18,test_3,2|1>2|2,-5.317881107330322,-5.301690578460693,-0.016190528869628906,False
gpt2,split_reference,split-ref_percep_with,18,test_4,2|1>2|3,-5.317881107330322,-5.145601272583008,-0.17227983474731445,False
gpt2,split_reference,split-ref_percep_with,19,test_1,1|1>1|2,-5.94343376159668,-5.998704433441162,0.05527067184448242,True
gpt2,split_reference,split-ref_percep_with,19,test_2,1|1>1|3,-5.94343376159668,-5.904575347900391,-0.03885841369628906,False
gpt2,split_reference,split-ref_percep_with,19,test_3,2|1>2|2,-5.82957124710083,-5.792080402374268,-0.0374908447265625,False
gpt2,split_reference,split-ref_percep_with,19,test_4,2|1>2|3,-5.82957124710083,-5.700517177581787,-0.12905406951904297,False
gpt2,split_reference,split-ref_percep_with,20,test_1,1|1>1|2,-4.516422271728516,-4.378247261047363,-0.13817501068115234,False
gpt2,split_reference,split-ref_percep_with,20,test_2,1|1>1|3,-4.516422271728516,-4.5625152587890625,0.046092987060546875,True
gpt2,split_reference,split-ref_percep_with,20,test_3,2|1>2|2,-4.537692070007324,-4.459895610809326,-0.07779645919799805,False
gpt2,split_reference,split-ref_percep_with,20,test_4,2|1>2|3,-4.537692070007324,-4.579413890838623,0.04172182083129883,True
gpt2,split_reference,split-ref_percep_with,21,test_1,1|1>1|2,-6.16989278793335,-6.359564304351807,0.18967151641845703,True
gpt2,split_reference,split-ref_percep_with,21,test_2,1|1>1|3,-6.16989278793335,-6.069467067718506,-0.10042572021484375,False
gpt2,split_reference,split-ref_percep_with,21,test_3,2|1>2|2,-6.196778774261475,-6.086770534515381,-0.11000823974609375,False
gpt2,split_reference,split-ref_percep_with,21,test_4,2|1>2|3,-6.196778774261475,-6.0952630043029785,-0.1015157699584961,False
gpt2,split_reference,split-ref_percep_with,22,test_1,1|1>1|2,-5.348596572875977,-5.1839776039123535,-0.16461896896362305,False
gpt2,split_reference,split-ref_percep_with,22,test_2,1|1>1|3,-5.348596572875977,-5.367697238922119,0.019100666046142578,True
gpt2,split_reference,split-ref_percep_with,22,test_3,2|1>2|2,-5.2044291496276855,-5.3697075843811035,0.16527843475341797,True
gpt2,split_reference,split-ref_percep_with,22,test_4,2|1>2|3,-5.2044291496276855,-5.185108661651611,-0.01932048797607422,False
gpt2,split_reference,split-ref_percep_with,23,test_1,1|1>1|2,-5.7487969398498535,-5.795703887939453,0.04690694808959961,True
gpt2,split_reference,split-ref_percep_with,23,test_2,1|1>1|3,-5.7487969398498535,-5.7421956062316895,-0.0066013336181640625,False
gpt2,split_reference,split-ref_percep_with,23,test_3,2|1>2|2,-5.468378067016602,-5.536139011383057,0.06776094436645508,True
gpt2,split_reference,split-ref_percep_with,23,test_4,2|1>2|3,-5.468378067016602,-5.433847427368164,-0.0345306396484375,False
gpt2,split_reference,split-ref_percep_with,24,test_1,1|1>1|2,-6.203890800476074,-6.223773002624512,0.0198822021484375,True
gpt2,split_reference,split-ref_percep_with,24,test_2,1|1>1|3,-6.203890800476074,-6.157551288604736,-0.04633951187133789,False
gpt2,split_reference,split-ref_percep_with,24,test_3,2|1>2|2,-5.974681377410889,-6.118557929992676,0.1438765525817871,True
gpt2,split_reference,split-ref_percep_with,24,test_4,2|1>2|3,-5.974681377410889,-5.872154235839844,-0.10252714157104492,False
gpt2,split_reference,split-ref_percep_with,25,test_1,1|1>1|2,-4.539486885070801,-4.619309425354004,0.07982254028320312,True
gpt2,split_reference,split-ref_percep_with,25,test_2,1|1>1|3,-4.539486885070801,-4.558079242706299,0.018592357635498047,True
gpt2,split_reference,split-ref_percep_with,25,test_3,2|1>2|2,-4.539486885070801,-4.619309425354004,0.07982254028320312,True
gpt2,split_reference,split-ref_percep_with,25,test_4,2|1>2|3,-4.539486885070801,-4.558079242706299,0.018592357635498047,True
gpt2,split_reference,split-ref_percep_and,1,test_1,1|1>1|2,-5.975517272949219,-6.117475986480713,0.14195871353149414,True
gpt2,split_reference,split-ref_percep_and,1,test_2,1|1>1|3,-5.975517272949219,-5.794004917144775,-0.18151235580444336,False
gpt2,split_reference,split-ref_percep_and,1,test_3,2|1>2|2,-5.844923496246338,-5.907421112060547,0.062497615814208984,True
gpt2,split_reference,split-ref_percep_and,1,test_4,2|1>2|3,-5.844923496246338,-5.619242191314697,-0.22568130493164062,False
gpt2,split_reference,split-ref_percep_and,2,test_1,1|1>1|2,-5.519397735595703,-5.459718227386475,-0.059679508209228516,False
gpt2,split_reference,split-ref_percep_and,2,test_2,1|1>1|3,-5.519397735595703,-5.307372093200684,-0.21202564239501953,False
gpt2,split_reference,split-ref_percep_and,2,test_3,2|1>2|2,-5.605871200561523,-5.5937933921813965,-0.012077808380126953,False
gpt2,split_reference,split-ref_percep_and,2,test_4,2|1>2|3,-5.605871200561523,-5.342127323150635,-0.26374387741088867,False
gpt2,split_reference,split-ref_percep_and,3,test_1,1|1>1|2,-5.640296936035156,-5.363692760467529,-0.27660417556762695,False
gpt2,split_reference,split-ref_percep_and,3,test_2,1|1>1|3,-5.640296936035156,-5.509958744049072,-0.13033819198608398,False
gpt2,split_reference,split-ref_percep_and,3,test_3,2|1>2|2,-5.2247819900512695,-5.296428203582764,0.07164621353149414,True
gpt2,split_reference,split-ref_percep_and,3,test_4,2|1>2|3,-5.2247819900512695,-5.119096279144287,-0.10568571090698242,False
gpt2,split_reference,split-ref_percep_and,4,test_1,1|1>1|2,-6.824375629425049,-6.90824556350708,0.08386993408203125,True
gpt2,split_reference,split-ref_percep_and,4,test_2,1|1>1|3,-6.824375629425049,-6.625279903411865,-0.1990957260131836,False
gpt2,split_reference,split-ref_percep_and,4,test_3,2|1>2|2,-6.911580562591553,-7.125967025756836,0.2143864631652832,True
gpt2,split_reference,split-ref_percep_and,4,test_4,2|1>2|3,-6.911580562591553,-6.866130828857422,-0.04544973373413086,False
gpt2,split_reference,split-ref_percep_and,5,test_1,1|1>1|2,-4.4197096824646,-4.4192376136779785,-0.00047206878662109375,False
gpt2,split_reference,split-ref_percep_and,5,test_2,1|1>1|3,-4.4197096824646,-4.377072334289551,-0.04263734817504883,False
gpt2,split_reference,split-ref_percep_and,5,test_3,2|1>2|2,-4.458822250366211,-4.546643257141113,0.08782100677490234,True
gpt2,split_reference,split-ref_percep_and,5,test_4,2|1>2|3,-4.458822250366211,-4.239844799041748,-0.2189774513244629,False
gpt2,split_reference,split-ref_percep_and,6,test_1,1|1>1|2,-6.125577926635742,-6.143526554107666,0.017948627471923828,True
gpt2,split_reference,split-ref_percep_and,6,test_2,1|1>1|3,-6.125577926635742,-6.066564083099365,-0.05901384353637695,False
gpt2,split_reference,split-ref_percep_and,6,test_3,2|1>2|2,-6.040931224822998,-6.046360015869141,0.005428791046142578,True
gpt2,split_reference,split-ref_percep_and,6,test_4,2|1>2|3,-6.040931224822998,-5.837303161621094,-0.2036280632019043,False
gpt2,split_reference,split-ref_percep_and,7,test_1,1|1>1|2,-5.933053493499756,-5.844696044921875,-0.08835744857788086,False
gpt2,split_reference,split-ref_percep_and,7,test_2,1|1>1|3,-5.933053493499756,-5.890804290771484,-0.042249202728271484,False
gpt2,split_reference,split-ref_percep_and,7,test_3,2|1>2|2,-6.090672969818115,-5.935462951660156,-0.15521001815795898,False
gpt2,split_reference,split-ref_percep_and,7,test_4,2|1>2|3,-6.090672969818115,-5.947206974029541,-0.14346599578857422,False
gpt2,split_reference,split-ref_percep_and,8,test_1,1|1>1|2,-4.920863628387451,-4.861334323883057,-0.05952930450439453,False
gpt2,split_reference,split-ref_percep_and,8,test_2,1|1>1|3,-4.920863628387451,-4.815113067626953,-0.10575056076049805,False
gpt2,split_reference,split-ref_percep_and,8,test_3,2|1>2|2,-4.912886142730713,-4.892519474029541,-0.020366668701171875,False
gpt2,split_reference,split-ref_percep_and,8,test_4,2|1>2|3,-4.912886142730713,-4.787570476531982,-0.12531566619873047,False
gpt2,split_reference,split-ref_percep_and,9,test_1,1|1>1|2,-6.420948505401611,-6.529664993286133,0.10871648788452148,True
gpt2,split_reference,split-ref_percep_and,9,test_2,1|1>1|3,-6.420948505401611,-6.048303127288818,-0.37264537811279297,False
gpt2,split_reference,split-ref_percep_and,9,test_3,2|1>2|2,-6.5258660316467285,-6.610996246337891,0.08513021469116211,True
gpt2,split_reference,split-ref_percep_and,9,test_4,2|1>2|3,-6.5258660316467285,-6.352634429931641,-0.1732316017150879,False
gpt2,split_reference,split-ref_percep_and,10,test_1,1|1>1|2,-6.408990383148193,-6.321855545043945,-0.08713483810424805,False
gpt2,split_reference,split-ref_percep_and,10,test_2,1|1>1|3,-6.408990383148193,-6.341841220855713,-0.06714916229248047,False
gpt2,split_reference,split-ref_percep_and,10,test_3,2|1>2|2,-6.344385147094727,-6.375753402709961,0.031368255615234375,True
gpt2,split_reference,split-ref_percep_and,10,test_4,2|1>2|3,-6.344385147094727,-6.024768352508545,-0.31961679458618164,False
gpt2,split_reference,split-ref_percep_and,11,test_1,1|1>1|2,-5.479829788208008,-5.437631607055664,-0.04219818115234375,False
gpt2,split_reference,split-ref_percep_and,11,test_2,1|1>1|3,-5.479829788208008,-5.332509517669678,-0.14732027053833008,False
gpt2,split_reference,split-ref_percep_and,11,test_3,2|1>2|2,-5.422586917877197,-5.382417678833008,-0.04016923904418945,False
gpt2,split_reference,split-ref_percep_and,11,test_4,2|1>2|3,-5.422586917877197,-5.280978679656982,-0.14160823822021484,False
gpt2,split_reference,split-ref_percep_and,12,test_1,1|1>1|2,-6.787513732910156,-6.713400363922119,-0.07411336898803711,False
gpt2,split_reference,split-ref_percep_and,12,test_2,1|1>1|3,-6.787513732910156,-6.810243129730225,0.02272939682006836,True
gpt2,split_reference,split-ref_percep_and,12,test_3,2|1>2|2,-6.968623161315918,-6.782353401184082,-0.18626976013183594,False
gpt2,split_reference,split-ref_percep_and,12,test_4,2|1>2|3,-6.968623161315918,-6.8367204666137695,-0.13190269470214844,False
gpt2,split_reference,split-ref_percep_and,13,test_1,1|1>1|2,-5.502767562866211,-5.425904750823975,-0.07686281204223633,False
gpt2,split_reference,split-ref_percep_and,13,test_2,1|1>1|3,-5.502767562866211,-5.271356105804443,-0.23141145706176758,False
gpt2,split_reference,split-ref_percep_and,13,test_3,2|1>2|2,-5.379299640655518,-5.490207672119141,0.11090803146362305,True
gpt2,split_reference,split-ref_percep_and,13,test_4,2|1>2|3,-5.379299640655518,-5.254148960113525,-0.1251506805419922,False
gpt2,split_reference,split-ref_percep_and,14,test_1,1|1>1|2,-4.079713344573975,-4.00198221206665,-0.07773113250732422,False
gpt2,split_reference,split-ref_percep_and,14,test_2,1|1>1|3,-4.079713344573975,-3.9243242740631104,-0.15538907051086426,False
gpt2,split_reference,split-ref_percep_and,14,test_3,2|1>2|2,-4.082752227783203,-4.075718879699707,-0.007033348083496094,False
gpt2,split_reference,split-ref_percep_and,14,test_4,2|1>2|3,-4.082752227783203,-3.8962037563323975,-0.18654847145080566,False
gpt2,split_reference,split-ref_percep_and,15,test_1,1|1>1|2,-5.52203369140625,-5.525266170501709,0.0032324790954589844,True
gpt2,split_reference,split-ref_percep_and,15,test_2,1|1>1|3,-5.52203369140625,-5.433403968811035,-0.08862972259521484,False
gpt2,split_reference,split-ref_percep_and,15,test_3,2|1>2|2,-6.021405220031738,-5.9736127853393555,-0.04779243469238281,False
gpt2,split_reference,split-ref_percep_and,15,test_4,2|1>2|3,-6.021405220031738,-5.763016700744629,-0.2583885192871094,False
gpt2,split_reference,split-ref_percep_and,16,test_1,1|1>1|2,-5.720034122467041,-5.784940242767334,0.06490612030029297,True
gpt2,split_reference,split-ref_percep_and,16,test_2,1|1>1|3,-5.720034122467041,-5.693809986114502,-0.026224136352539062,False
gpt2,split_reference,split-ref_percep_and,16,test_3,2|1>2|2,-5.749763011932373,-5.717094421386719,-0.0326685905456543,False
gpt2,split_reference,split-ref_percep_and,16,test_4,2|1>2|3,-5.749763011932373,-5.6385369300842285,-0.11122608184814453,False
gpt2,split_reference,split-ref_percep_and,17,test_1,1|1>1|2,-5.7491936683654785,-5.7081756591796875,-0.041018009185791016,False
gpt2,split_reference,split-ref_percep_and,17,test_2,1|1>1|3,-5.7491936683654785,-5.678378582000732,-0.0708150863647461,False
gpt2,split_reference,split-ref_percep_and,17,test_3,2|1>2|2,-6.065820217132568,-6.067086696624756,0.0012664794921875,True
gpt2,split_reference,split-ref_percep_and,17,test_4,2|1>2|3,-6.065820217132568,-5.738089084625244,-0.3277311325073242,False
gpt2,split_reference,split-ref_percep_and,18,test_1,1|1>1|2,-6.497932434082031,-6.592282772064209,0.09435033798217773,True
gpt2,split_reference,split-ref_percep_and,18,test_2,1|1>1|3,-6.497932434082031,-6.392310619354248,-0.1056218147277832,False
gpt2,split_reference,split-ref_percep_and,18,test_3,2|1>2|2,-6.5706963539123535,-6.587677001953125,0.016980648040771484,True
gpt2,split_reference,split-ref_percep_and,18,test_4,2|1>2|3,-6.5706963539123535,-6.2858052253723145,-0.28489112854003906,False
gpt2,split_reference,split-ref_percep_and,19,test_1,1|1>1|2,-5.385106563568115,-5.263261795043945,-0.12184476852416992,False
gpt2,split_reference,split-ref_percep_and,19,test_2,1|1>1|3,-5.385106563568115,-5.3445725440979,-0.040534019470214844,False
gpt2,split_reference,split-ref_percep_and,19,test_3,2|1>2|2,-5.685896396636963,-5.4437079429626465,-0.2421884536743164,False
gpt2,split_reference,split-ref_percep_and,19,test_4,2|1>2|3,-5.685896396636963,-5.511272430419922,-0.17462396621704102,False
gpt2,split_reference,split-ref_percep_and,20,test_1,1|1>1|2,-6.3429436683654785,-6.345223903656006,0.0022802352905273438,True
gpt2,split_reference,split-ref_percep_and,20,test_2,1|1>1|3,-6.3429436683654785,-6.122330665588379,-0.2206130027770996,False
gpt2,split_reference,split-ref_percep_and,20,test_3,2|1>2|2,-6.260395050048828,-6.262509346008301,0.0021142959594726562,True
gpt2,split_reference,split-ref_percep_and,20,test_4,2|1>2|3,-6.260395050048828,-5.930468559265137,-0.3299264907836914,False
gpt2,split_reference,split-ref_percep_and,21,test_1,1|1>1|2,-5.934284210205078,-5.98696756362915,0.052683353424072266,True
gpt2,split_reference,split-ref_percep_and,21,test_2,1|1>1|3,-5.934284210205078,-5.968139171600342,0.03385496139526367,True
gpt2,split_reference,split-ref_percep_and,21,test_3,2|1>2|2,-5.813424587249756,-5.934055328369141,0.12063074111938477,True
gpt2,split_reference,split-ref_percep_and,21,test_4,2|1>2|3,-5.813424587249756,-5.644978046417236,-0.16844654083251953,False
gpt2,split_reference,split-ref_percep_and,22,test_1,1|1>1|2,-5.169692039489746,-5.240570545196533,0.07087850570678711,True
gpt2,split_reference,split-ref_percep_and,22,test_2,1|1>1|3,-5.169692039489746,-5.255681037902832,0.08598899841308594,True
gpt2,split_reference,split-ref_percep_and,22,test_3,2|1>2|2,-5.169692039489746,-5.240570545196533,0.07087850570678711,True
gpt2,split_reference,split-ref_percep_and,22,test_4,2|1>2|3,-5.169692039489746,-5.255681037902832,0.08598899841308594,True
gpt2,split_reference,split-ref_percep_and,23,test_1,1|1>1|2,-6.013832092285156,-6.237046718597412,0.22321462631225586,True
gpt2,split_reference,split-ref_percep_and,23,test_2,1|1>1|3,-6.013832092285156,-5.875545024871826,-0.13828706741333008,False
gpt2,split_reference,split-ref_percep_and,23,test_3,2|1>2|2,-6.253959655761719,-6.2876434326171875,0.03368377685546875,True
gpt2,split_reference,split-ref_percep_and,23,test_4,2|1>2|3,-6.253959655761719,-6.043348789215088,-0.21061086654663086,False
gpt2,split_reference,split-ref_percep_and,24,test_1,1|1>1|2,-6.36061429977417,-6.4047698974609375,0.04415559768676758,True
gpt2,split_reference,split-ref_percep_and,24,test_2,1|1>1|3,-6.36061429977417,-6.233029842376709,-0.12758445739746094,False
gpt2,split_reference,split-ref_percep_and,24,test_3,2|1>2|2,-6.503914833068848,-6.510008335113525,0.006093502044677734,True
gpt2,split_reference,split-ref_percep_and,24,test_4,2|1>2|3,-6.503914833068848,-6.242408752441406,-0.2615060806274414,False
gpt2,split_reference,split-ref_percep_and,25,test_1,1|1>1|2,-5.0939154624938965,-4.947709560394287,-0.14620590209960938,False
gpt2,split_reference,split-ref_percep_and,25,test_2,1|1>1|3,-5.0939154624938965,-5.182266712188721,0.08835124969482422,True
gpt2,split_reference,split-ref_percep_and,25,test_3,2|1>2|2,-5.0939154624938965,-4.947709560394287,-0.14620590209960938,False
gpt2,split_reference,split-ref_percep_and,25,test_4,2|1>2|3,-5.0939154624938965,-5.182266712188721,0.08835124969482422,True
gpt2,split_reference,split-ref_percep_and,1,test_1,1|1>1|2,-3.372509241104126,-3.7065212726593018,0.3340120315551758,True
gpt2,split_reference,split-ref_percep_and,1,test_2,1|1>1|3,-3.372509241104126,-4.0485992431640625,0.6760900020599365,True
gpt2,split_reference,split-ref_percep_and,1,test_3,2|1>2|2,-4.6225786209106445,-3.94164776802063,-0.6809308528900146,False
gpt2,split_reference,split-ref_percep_and,1,test_4,2|1>2|3,-4.6225786209106445,-5.220221042633057,0.5976424217224121,True
gpt2,split_reference,split-ref_percep_and,2,test_1,1|1>1|2,-4.385440349578857,-4.768377780914307,0.3829374313354492,True
gpt2,split_reference,split-ref_percep_and,2,test_2,1|1>1|3,-4.385440349578857,-5.071964740753174,0.6865243911743164,True
gpt2,split_reference,split-ref_percep_and,2,test_3,2|1>2|2,-4.329505443572998,-4.12343168258667,-0.20607376098632812,False
gpt2,split_reference,split-ref_percep_and,2,test_4,2|1>2|3,-4.329505443572998,-4.892357349395752,0.5628519058227539,True
gpt2,split_reference,split-ref_percep_and,3,test_1,1|1>1|2,-4.382277965545654,-4.638835430145264,0.2565574645996094,True
gpt2,split_reference,split-ref_percep_and,3,test_2,1|1>1|3,-4.382277965545654,-5.137368202209473,0.7550902366638184,True
gpt2,split_reference,split-ref_percep_and,3,test_3,2|1>2|2,-4.447006702423096,-3.9490883350372314,-0.49791836738586426,False
gpt2,split_reference,split-ref_percep_and,3,test_4,2|1>2|3,-4.447006702423096,-5.038298606872559,0.5912919044494629,True
gpt2,split_reference,split-ref_percep_and,4,test_1,1|1>1|2,-4.361294746398926,-5.123806476593018,0.7625117301940918,True
gpt2,split_reference,split-ref_percep_and,4,test_2,1|1>1|3,-4.361294746398926,-5.006778240203857,0.6454834938049316,True
gpt2,split_reference,split-ref_percep_and,4,test_3,2|1>2|2,-4.794726371765137,-4.670487403869629,-0.12423896789550781,False
gpt2,split_reference,split-ref_percep_and,4,test_4,2|1>2|3,-4.794726371765137,-5.2257490158081055,0.43102264404296875,True
gpt2,split_reference,split-ref_percep_and,5,test_1,1|1>1|2,-4.042696475982666,-4.264246463775635,0.22154998779296875,True
gpt2,split_reference,split-ref_percep_and,5,test_2,1|1>1|3,-4.042696475982666,-4.511091232299805,0.46839475631713867,True
gpt2,split_reference,split-ref_percep_and,5,test_3,2|1>2|2,-4.389859199523926,-4.1890130043029785,-0.20084619522094727,False
gpt2,split_reference,split-ref_percep_and,5,test_4,2|1>2|3,-4.389859199523926,-5.047369480133057,0.6575102806091309,True
gpt2,split_reference,split-ref_percep_and,6,test_1,1|1>1|2,-4.327429294586182,-5.4923858642578125,1.1649565696716309,True
gpt2,split_reference,split-ref_percep_and,6,test_2,1|1>1|3,-4.327429294586182,-5.168424606323242,0.8409953117370605,True
gpt2,split_reference,split-ref_percep_and,6,test_3,2|1>2|2,-4.872232913970947,-4.447725296020508,-0.42450761795043945,False
gpt2,split_reference,split-ref_percep_and,6,test_4,2|1>2|3,-4.872232913970947,-5.264465808868408,0.39223289489746094,True
gpt2,split_reference,split-ref_percep_and,7,test_1,1|1>1|2,-4.8363518714904785,-5.751558780670166,0.9152069091796875,True
gpt2,split_reference,split-ref_percep_and,7,test_2,1|1>1|3,-4.8363518714904785,-5.70739221572876,0.8710403442382812,True
gpt2,split_reference,split-ref_percep_and,7,test_3,2|1>2|2,-4.767765998840332,-4.4186787605285645,-0.3490872383117676,False
gpt2,split_reference,split-ref_percep_and,7,test_4,2|1>2|3,-4.767765998840332,-5.3131327629089355,0.5453667640686035,True
gpt2,split_reference,split-ref_percep_and,8,test_1,1|1>1|2,-3.4159064292907715,-3.737950086593628,0.32204365730285645,True
gpt2,split_reference,split-ref_percep_and,8,test_2,1|1>1|3,-3.4159064292907715,-3.957408905029297,0.5415024757385254,True
gpt2,split_reference,split-ref_percep_and,8,test_3,2|1>2|2,-5.102227210998535,-4.8451361656188965,-0.25709104537963867,False
gpt2,split_reference,split-ref_percep_and,8,test_4,2|1>2|3,-5.102227210998535,-5.63026237487793,0.5280351638793945,True
gpt2,split_reference,split-ref_percep_and,9,test_1,1|1>1|2,-4.0572896003723145,-4.940680980682373,0.8833913803100586,True
gpt2,split_reference,split-ref_percep_and,9,test_2,1|1>1|3,-4.0572896003723145,-4.800120830535889,0.7428312301635742,True
gpt2,split_reference,split-ref_percep_and,9,test_3,2|1>2|2,-4.45222282409668,-4.066006183624268,-0.3862166404724121,False
gpt2,split_reference,split-ref_percep_and,9,test_4,2|1>2|3,-4.45222282409668,-5.045364856719971,0.593142032623291,True
gpt2,split_reference,split-ref_percep_and,10,test_1,1|1>1|2,-3.392061471939087,-3.9306375980377197,0.5385761260986328,True
gpt2,split_reference,split-ref_percep_and,10,test_2,1|1>1|3,-3.392061471939087,-4.062948226928711,0.670886754989624,True
gpt2,split_reference,split-ref_percep_and,10,test_3,2|1>2|2,-4.504910469055176,-3.8181099891662598,-0.686800479888916,False
gpt2,split_reference,split-ref_percep_and,10,test_4,2|1>2|3,-4.504910469055176,-5.1092915534973145,0.6043810844421387,True
gpt2,split_reference,split-ref_percep_and,11,test_1,1|1>1|2,-3.9758198261260986,-4.6321635246276855,0.6563436985015869,True
gpt2,split_reference,split-ref_percep_and,11,test_2,1|1>1|3,-3.9758198261260986,-4.714608192443848,0.738788366317749,True
gpt2,split_reference,split-ref_percep_and,11,test_3,2|1>2|2,-3.917902946472168,-3.700089693069458,-0.21781325340270996,False
gpt2,split_reference,split-ref_percep_and,11,test_4,2|1>2|3,-3.917902946472168,-4.677827835083008,0.7599248886108398,True
gpt2,split_reference,split-ref_percep_and,12,test_1,1|1>1|2,-4.855727672576904,-5.611640453338623,0.7559127807617188,True
gpt2,split_reference,split-ref_percep_and,12,test_2,1|1>1|3,-4.855727672576904,-5.094217777252197,0.23849010467529297,True
gpt2,split_reference,split-ref_percep_and,12,test_3,2|1>2|2,-4.137543678283691,-3.633582830429077,-0.5039608478546143,False
gpt2,split_reference,split-ref_percep_and,12,test_4,2|1>2|3,-4.137543678283691,-4.805958271026611,0.6684145927429199,True
